project_id,project_name,project_type,location,complexity,estimated_cost,actual_cost,avg_quantity_variance_pct,avg_unit_cost_variance_pct,max_line_variance_pct,cost_variance,variance_pct,anomaly_prediction,anomaly_score,anomaly_status
P0282,North Commercial Project 282,Warehouse Development,"Clarence, NY",Low,3658478.57,3940133.96,5.888666666666667,3.1986666666666665,65.68,281655.39000000013,7.698702742435365,1,0.025970081019312308,Normal
P0283,North Commercial Project 283,Municipal Improvement,"Clarence, NY",Medium,1017974.09,1126185.52,5.410666666666667,2.102,39.44,108211.43000000005,10.630077038601254,1,0.13559011871086912,Normal
P0284,East Warehouse Project 284,Warehouse Development,"Buffalo, NY",Low,9170466.1,10651743.959999999,5.433333333333334,5.492666666666667,45.96,1481277.8599999994,16.152699806610695,1,0.04883191191813607,Normal
P0285,South Municipal Project 285,Warehouse Development,"Cheektowaga, NY",Low,11180337.42,12200211.33,3.872,4.48,31.63,1019873.9100000001,9.122031578184696,1,0.1304118082111314,Normal
P0286,East Industrial Project 286,Warehouse Development,"Buffalo, NY",Low,3462687.23,3740790.06,6.120666666666667,3.6586666666666665,44.58,278102.8300000001,8.031416397951716,1,0.15769242866156763,Normal
P0287,South Commercial Project 287,Municipal Improvement,"Clarence, NY",Medium,1173116.97,1209634.9,1.2013333333333336,2.5433333333333334,14.64,36517.929999999935,3.112897599631513,1,0.08153082369703396,Normal
P0288,East Road Project 288,Residential Development,"Amherst, NY",Low,2669199.74,2835471.18,1.5546666666666664,2.8926666666666665,22.2,166271.43999999994,6.229261808634821,1,0.13956617078083577,Normal
P0289,South Industrial Project 289,Warehouse Development,"Tonawanda, NY",Medium,6029510.01,6398750.27,0.9926666666666667,3.466,24.99,369240.2599999998,6.123885015326474,1,0.12325503640567087,Normal
P0290,West Road Project 290,Road & Infrastructure,"Tonawanda, NY",Low,9303410.25,9770115.5,3.221333333333334,2.044,24.67,466705.25,5.0164965046016325,1,0.14548001336612515,Normal
P0291,Central Industrial Project 291,Municipal Improvement,"Lancaster, NY",Low,3331936.15,3648219.93,5.605333333333334,2.1013333333333333,32.21,316283.78000000026,9.49249222557882,1,0.13526785467975894,Normal
P0292,North Warehouse Project 292,Warehouse Development,"Tonawanda, NY",Medium,2218837.89,2499290.4699999997,5.074,3.0906666666666665,31.68,280452.5799999996,12.639615596252488,1,0.13202997261845617,Normal
P0293,Central Industrial Project 293,Residential Development,"Lancaster, NY",Medium,3459880.35,3617490.79,3.707333333333333,3.649333333333333,52.3,157610.43999999994,4.5553725578978455,1,0.0841434028842683,Normal
P0294,Central Warehouse Project 294,Municipal Improvement,"Hamburg, NY",Low,6131451.9799999995,7097792.25,6.164666666666666,4.289333333333333,49.11,966340.2700000005,15.760382257776412,1,0.11005100295398296,Normal
P0295,West Municipal Project 295,Industrial Site,"Lancaster, NY",Medium,3271870.05,3787870.98,5.942666666666667,4.468666666666667,40.11,516000.93000000017,15.770825922624898,1,0.10466768598044784,Normal
P0296,South Warehouse Project 296,Residential Development,"Hamburg, NY",High,15177170.459999999,16795346.61,8.640666666666668,4.589333333333333,46.78,1618176.1500000004,10.661909308225564,1,0.11393323731713245,Normal
P0297,East Municipal Project 297,Road & Infrastructure,"Lancaster, NY",Medium,10583788.66,11750368.15,8.071333333333333,4.256,44.24,1166579.4900000002,11.022324117344953,1,0.13419536527951786,Normal
P0298,Central Road Project 298,Warehouse Development,"Clarence, NY",Low,10653767.49,11799191.93,5.6080000000000005,4.6,34.26,1145424.4399999995,10.751355715948701,1,0.13986084347109767,Normal
P0299,East Road Project 299,Industrial Site,"Clarence, NY",Low,6253600.109999999,6842646.34,6.319333333333333,4.077333333333334,50.06,589046.2300000004,9.419313989362209,1,0.1452325825876712,Normal
P0300,West Commercial Project 300,Industrial Site,"Cheektowaga, NY",High,2800340.29,2965994.59,5.267333333333334,2.5513333333333335,38.56,165654.2999999998,5.915506075870508,1,0.16614047754352834,Normal
