project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,project_name,project_type,location,start_date,end_date,duration_days,project_size_sqft,complexity,cost_variance,cost_variance_pct,quantity_variance,quantity_variance_pct,unit_cost_variance,unit_cost_variance_pct,budget_status
P0111,303,Equipment,Compactor,hour,3895,89.16,347291.69,4274,89.97,384516.46,West Municipal Project 111,Industrial Site,"Amherst, NY",2025-10-09,2026-10-02,358,380340,Low,37224.77,10.72,379,9.73,0.81,0.91,Over Budget
P0111,400,Fuel,Diesel,gallon,15290,3.67,56088.52,15507,3.92,60762.54,West Municipal Project 111,Industrial Site,"Amherst, NY",2025-10-09,2026-10-02,358,380340,Low,4674.02,8.33,217,1.42,0.25,6.81,Watch
P0111,500,Subcontractor,Concrete Work,job,7,30237.0,211658.99,8,31905.33,255242.61,West Municipal Project 111,Industrial Site,"Amherst, NY",2025-10-09,2026-10-02,358,380340,Low,43583.62,20.59,1,14.29,1668.33,5.52,Over Budget
P0111,501,Subcontractor,Utility Work,job,3,23174.06,69522.18,3,21776.35,65329.05,West Municipal Project 111,Industrial Site,"Amherst, NY",2025-10-09,2026-10-02,358,380340,Low,-4193.13,-6.03,0,0.0,-1397.71,-6.03,Under Budget
P0112,100,Labor,General Labor,hour,10409,30.52,317663.58,11065,32.68,361566.31,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,43902.73,13.82,656,6.3,2.16,7.08,Over Budget
P0112,101,Labor,Equipment Operators,hour,6967,43.56,303457.48,7332,42.83,314014.51,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,10557.03,3.48,365,5.24,-0.73,-1.68,On Budget
P0112,102,Labor,Supervisors,hour,19232,54.84,1054635.71,19556,51.71,1011157.91,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,-43477.8,-4.12,324,1.68,-3.13,-5.71,On Budget
P0112,103,Labor,Skilled Labor,hour,4901,51.5,252405.33,5134,56.68,290984.79,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,38579.46,15.28,233,4.75,5.18,10.06,Over Budget
P0112,200,Materials,Gravel,ton,17839,33.97,606017.22,18663,33.29,621199.01,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,15181.79,2.51,824,4.62,-0.68,-2.0,On Budget
P0112,201,Materials,Concrete,cubic_yard,20852,136.96,2855972.29,22937,138.12,3168126.84,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,312154.55,10.93,2085,10.0,1.16,0.85,Over Budget
P0112,202,Materials,Asphalt,ton,6901,88.38,609893.81,6747,90.35,609571.05,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,-322.76,-0.05,-154,-2.23,1.97,2.23,On Budget
P0112,203,Materials,Topsoil,cubic_yard,2237,38.87,86951.11,2280,39.21,89403.05,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,2451.94,2.82,43,1.92,0.34,0.87,On Budget
P0112,300,Equipment,Excavator,hour,4904,126.51,620380.62,4825,132.47,639154.82,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,18774.2,3.03,-79,-1.61,5.96,4.71,On Budget
P0112,301,Equipment,Bulldozer,hour,3200,143.39,458860.95,2947,156.39,460887.09,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,2026.14,0.44,-253,-7.91,13.0,9.07,On Budget
P0112,302,Equipment,Loader,hour,10870,111.48,1211752.16,11047,118.84,1312777.55,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,101025.39,8.34,177,1.63,7.36,6.6,Watch
P0112,303,Equipment,Compactor,hour,480,91.09,43723.48,510,91.96,46898.05,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,3174.57,7.26,30,6.25,0.87,0.96,Watch
P0112,400,Fuel,Diesel,gallon,88046,3.76,330845.52,82737,3.86,319609.8,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,-11235.72,-3.4,-5309,-6.03,0.1,2.66,On Budget
P0112,500,Subcontractor,Concrete Work,job,2,29997.32,59994.65,2,29213.36,58426.72,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,-1567.93,-2.61,0,0.0,-783.96,-2.61,On Budget
P0112,501,Subcontractor,Utility Work,job,10,22566.72,225667.21,10,23268.57,232685.68,East Municipal Project 112,Warehouse Development,"Hamburg, NY",2025-04-16,2025-11-15,213,448027,Medium,7018.47,3.11,0,0.0,701.85,3.11,On Budget
P0113,100,Labor,General Labor,hour,24414,31.38,766104.24,28596,32.24,921925.12,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,155820.88,20.34,4182,17.13,0.86,2.74,Over Budget
P0113,101,Labor,Equipment Operators,hour,19601,39.58,775888.77,18647,39.91,744129.34,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,-31759.43,-4.09,-954,-4.87,0.33,0.83,On Budget
P0113,102,Labor,Supervisors,hour,24332,50.62,1231770.51,24313,53.11,1291192.44,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,59421.93,4.82,-19,-0.08,2.49,4.92,On Budget
P0113,103,Labor,Skilled Labor,hour,19192,46.1,884781.38,17519,48.03,841465.04,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,-43316.34,-4.9,-1673,-8.72,1.93,4.19,On Budget
P0113,200,Materials,Gravel,ton,10781,35.03,377690.72,11128,34.27,381304.4,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,3613.68,0.96,347,3.22,-0.76,-2.17,On Budget
P0113,201,Materials,Concrete,cubic_yard,7026,151.99,1067894.64,9048,162.25,1468042.2,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,400147.56,37.47,2022,28.78,10.26,6.75,Over Budget
P0113,202,Materials,Asphalt,ton,15808,96.94,1532449.57,16234,105.25,1708704.61,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,176255.04,11.5,426,2.69,8.31,8.57,Over Budget
P0113,203,Materials,Topsoil,cubic_yard,23352,38.54,899885.19,24367,44.01,1072401.03,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,172515.84,19.17,1015,4.35,5.47,14.19,Over Budget
P0113,300,Equipment,Excavator,hour,3314,135.97,450595.94,3867,146.04,564731.58,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,114135.64,25.33,553,16.69,10.07,7.41,Over Budget
P0113,301,Equipment,Bulldozer,hour,12996,144.88,1882912.67,13049,153.31,2000506.16,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,117593.49,6.25,53,0.41,8.43,5.82,Watch
P0113,302,Equipment,Loader,hour,6377,126.92,809397.64,6546,129.03,844648.21,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,35250.57,4.36,169,2.65,2.11,1.66,On Budget
P0113,303,Equipment,Compactor,hour,913,101.01,92222.15,1172,106.78,125151.5,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,32929.35,35.71,259,28.37,5.77,5.71,Over Budget
P0113,400,Fuel,Diesel,gallon,75412,3.56,268687.4,72853,3.62,263979.46,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,-4707.94,-1.75,-2559,-3.39,0.06,1.69,On Budget
P0113,500,Subcontractor,Concrete Work,job,10,27952.02,279520.2,10,28217.61,282176.08,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,2655.88,0.95,0,0.0,265.59,0.95,On Budget
P0113,501,Subcontractor,Utility Work,job,3,20571.48,61714.43,3,22824.44,68473.31,North Warehouse Project 113,Residential Development,"Williamsville, NY",2024-03-03,2024-09-14,195,523041,Medium,6758.88,10.95,0,0.0,2252.96,10.95,Over Budget
P0114,100,Labor,General Labor,hour,2696,34.4,92738.0,2659,34.6,91989.51,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,-748.49,-0.81,-37,-1.37,0.2,0.58,On Budget
P0114,101,Labor,Equipment Operators,hour,15769,41.74,658180.28,17556,42.48,745811.49,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,87631.21,13.31,1787,11.33,0.74,1.77,Over Budget
P0114,102,Labor,Supervisors,hour,4184,57.35,239968.98,4544,58.77,267063.41,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,27094.43,11.29,360,8.6,1.42,2.48,Over Budget
P0114,103,Labor,Skilled Labor,hour,3641,48.73,177437.87,3376,48.76,164618.96,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,-12818.91,-7.22,-265,-7.28,0.03,0.06,Under Budget
P0114,200,Materials,Gravel,ton,6400,31.87,203957.38,6888,31.27,215389.94,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,11432.56,5.61,488,7.62,-0.6,-1.88,Watch
P0114,201,Materials,Concrete,cubic_yard,1124,148.51,166922.61,1130,148.51,167816.94,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,894.33,0.54,6,0.53,0.0,0.0,On Budget
P0114,202,Materials,Asphalt,ton,3991,92.77,370228.77,4407,93.63,412621.97,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,42393.2,11.45,416,10.42,0.86,0.93,Over Budget
P0114,203,Materials,Topsoil,cubic_yard,549,38.29,21021.59,553,37.25,20596.56,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,-425.03,-2.02,4,0.73,-1.04,-2.72,On Budget
P0114,300,Equipment,Excavator,hour,4375,132.43,579368.64,4871,134.17,653520.0,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,74151.36,12.8,496,11.34,1.74,1.31,Over Budget
P0114,301,Equipment,Bulldozer,hour,1173,161.67,189638.88,1258,170.74,214791.1,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,25152.22,13.26,85,7.25,9.07,5.61,Over Budget
P0114,302,Equipment,Loader,hour,4089,114.46,468022.37,4195,119.12,499696.19,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,31673.82,6.77,106,2.59,4.66,4.07,Watch
P0114,303,Equipment,Compactor,hour,421,88.31,37177.5,436,89.8,39153.74,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,1976.24,5.32,15,3.56,1.49,1.69,Watch
P0114,400,Fuel,Diesel,gallon,23466,3.79,89041.47,20044,4.12,82503.46,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,-6538.01,-7.34,-3422,-14.58,0.33,8.71,Under Budget
P0114,500,Subcontractor,Concrete Work,job,8,30029.78,240238.26,8,30098.78,240790.25,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,551.99,0.23,0,0.0,69.0,0.23,On Budget
P0114,501,Subcontractor,Utility Work,job,4,23533.12,94132.48,4,22787.24,91148.95,West Road Project 114,Industrial Site,"Buffalo, NY",2024-05-18,2025-01-20,247,332623,Medium,-2983.53,-3.17,0,0.0,-745.88,-3.17,On Budget
P0115,100,Labor,General Labor,hour,1519,33.99,51632.46,1618,35.03,56685.0,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,5052.54,9.79,99,6.52,1.04,3.06,Watch
P0115,101,Labor,Equipment Operators,hour,6452,41.4,267104.23,6520,43.2,281680.57,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,14576.34,5.46,68,1.05,1.8,4.35,Watch
P0115,102,Labor,Supervisors,hour,5813,52.85,307232.56,6356,52.69,334874.69,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,27642.13,9.0,543,9.34,-0.16,-0.3,Watch
P0115,103,Labor,Skilled Labor,hour,2423,45.05,109165.78,2502,44.64,111685.07,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,2519.29,2.31,79,3.26,-0.41,-0.91,On Budget
P0115,200,Materials,Gravel,ton,1903,32.15,61181.83,2486,36.37,90413.97,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,29232.14,47.78,583,30.64,4.22,13.13,Over Budget
P0115,201,Materials,Concrete,cubic_yard,2069,150.56,311502.36,2188,145.44,318227.5,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,6725.14,2.16,119,5.75,-5.12,-3.4,On Budget
P0115,202,Materials,Asphalt,ton,2256,95.78,216082.67,3027,101.26,306510.46,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,90427.79,41.85,771,34.18,5.48,5.72,Over Budget
P0115,203,Materials,Topsoil,cubic_yard,6803,40.45,275149.66,8502,43.88,373095.17,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,97945.51,35.6,1699,24.97,3.43,8.48,Over Budget
P0115,300,Equipment,Excavator,hour,3455,129.07,445936.43,4406,140.9,620821.45,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,174885.02,39.22,951,27.53,11.83,9.17,Over Budget
P0115,301,Equipment,Bulldozer,hour,3689,147.82,545313.04,4215,158.77,669229.97,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,123916.93,22.72,526,14.26,10.95,7.41,Over Budget
P0115,302,Equipment,Loader,hour,2300,115.78,266287.15,2274,113.6,258322.26,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,-7964.89,-2.99,-26,-1.13,-2.18,-1.88,On Budget
P0115,303,Equipment,Compactor,hour,1339,97.03,129928.52,1242,94.93,117907.73,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,-12020.79,-9.25,-97,-7.24,-2.1,-2.16,Under Budget
P0115,400,Fuel,Diesel,gallon,12764,3.87,49420.2,13871,4.08,56596.03,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,7175.83,14.52,1107,8.67,0.21,5.43,Over Budget
P0115,500,Subcontractor,Concrete Work,job,5,27335.32,136676.62,6,29217.83,175307.0,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,38630.38,28.26,1,20.0,1882.51,6.89,Over Budget
P0115,501,Subcontractor,Utility Work,job,4,22843.08,91372.3,4,21547.17,86188.67,Central Road Project 115,Warehouse Development,"Tonawanda, NY",2025-05-13,2026-01-04,236,231464,Medium,-5183.63,-5.67,0,0.0,-1295.91,-5.67,Under Budget
P0116,100,Labor,General Labor,hour,17320,33.64,582571.04,15999,33.76,540051.37,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-42519.67,-7.3,-1321,-7.63,0.12,0.36,Under Budget
P0116,101,Labor,Equipment Operators,hour,5465,44.77,244642.82,5827,44.74,260673.37,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,16030.55,6.55,362,6.62,-0.03,-0.07,Watch
P0116,102,Labor,Supervisors,hour,9582,51.1,489647.22,11838,58.42,691545.98,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,201898.76,41.23,2256,23.54,7.32,14.32,Over Budget
P0116,103,Labor,Skilled Labor,hour,9393,47.44,445609.28,10608,51.03,541357.53,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,95748.25,21.49,1215,12.94,3.59,7.57,Over Budget
P0116,200,Materials,Gravel,ton,7511,32.89,247067.66,6954,32.47,225764.52,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-21303.14,-8.62,-557,-7.42,-0.42,-1.28,Under Budget
P0116,201,Materials,Concrete,cubic_yard,17466,152.76,2668181.43,17773,152.82,2715990.82,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,47809.39,1.79,307,1.76,0.06,0.04,On Budget
P0116,202,Materials,Asphalt,ton,12447,92.64,1153148.75,12697,93.03,1181158.39,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,28009.64,2.43,250,2.01,0.39,0.42,On Budget
P0116,203,Materials,Topsoil,cubic_yard,15681,37.05,580943.24,15312,36.19,554112.93,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-26830.31,-4.62,-369,-2.35,-0.86,-2.32,On Budget
P0116,300,Equipment,Excavator,hour,12673,131.72,1669266.27,13223,134.77,1782064.49,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,112798.22,6.76,550,4.34,3.05,2.32,Watch
P0116,301,Equipment,Bulldozer,hour,12930,156.98,2029693.44,17199,173.78,2988767.12,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,959073.68,47.25,4269,33.02,16.8,10.7,Over Budget
P0116,302,Equipment,Loader,hour,5144,126.32,649792.89,4627,131.72,609478.36,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-40314.53,-6.2,-517,-10.05,5.4,4.27,Under Budget
P0116,303,Equipment,Compactor,hour,3691,96.43,355907.34,4009,92.87,372329.97,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,16422.63,4.61,318,8.62,-3.56,-3.69,On Budget
P0116,400,Fuel,Diesel,gallon,93315,3.87,361153.35,99281,4.13,409941.69,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,48788.34,13.51,5966,6.39,0.26,6.72,Over Budget
P0116,500,Subcontractor,Concrete Work,job,5,29643.21,148216.06,5,29269.11,146345.57,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-1870.49,-1.26,0,0.0,-374.1,-1.26,On Budget
P0116,501,Subcontractor,Utility Work,job,13,22470.74,292119.58,13,22425.32,291529.21,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",2025-08-15,2026-04-06,234,525736,Medium,-590.37,-0.2,0,0.0,-45.42,-0.2,On Budget
P0117,100,Labor,General Labor,hour,2370,32.58,77207.81,2409,34.42,82917.33,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,5709.52,7.4,39,1.65,1.84,5.65,Watch
P0117,101,Labor,Equipment Operators,hour,5010,44.37,222309.41,5375,44.36,238419.73,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,16110.32,7.25,365,7.29,-0.01,-0.02,Watch
P0117,102,Labor,Supervisors,hour,6278,54.21,340326.87,6727,58.18,391345.25,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,51018.38,14.99,449,7.15,3.97,7.32,Over Budget
P0117,103,Labor,Skilled Labor,hour,5883,46.43,273148.87,5995,47.93,287323.53,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,14174.66,5.19,112,1.9,1.5,3.23,Watch
P0117,200,Materials,Gravel,ton,13397,35.29,472747.59,14070,37.03,521055.88,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,48308.29,10.22,673,5.02,1.74,4.93,Over Budget
P0117,201,Materials,Concrete,cubic_yard,11148,136.43,1520933.38,11711,141.25,1654221.06,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,133287.68,8.76,563,5.05,4.82,3.53,Watch
P0117,202,Materials,Asphalt,ton,548,94.72,51904.08,708,105.47,74673.87,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,22769.79,43.87,160,29.2,10.75,11.35,Over Budget
P0117,203,Materials,Topsoil,cubic_yard,2748,39.62,108870.32,3614,42.64,154088.79,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,45218.47,41.53,866,31.51,3.02,7.62,Over Budget
P0117,300,Equipment,Excavator,hour,5825,144.15,839683.59,4817,148.49,715278.47,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,-124405.12,-14.82,-1008,-17.3,4.34,3.01,Under Budget
P0117,301,Equipment,Bulldozer,hour,1589,157.24,249853.94,1794,160.91,288666.24,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,38812.3,15.53,205,12.9,3.67,2.33,Over Budget
P0117,302,Equipment,Loader,hour,6718,119.87,805320.14,7550,130.35,984156.44,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,178836.3,22.21,832,12.38,10.48,8.74,Over Budget
P0117,303,Equipment,Compactor,hour,5090,98.41,500915.9,5163,102.16,527435.19,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,26519.29,5.29,73,1.43,3.75,3.81,Watch
P0117,400,Fuel,Diesel,gallon,44587,3.55,158445.49,51641,3.9,201393.8,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,42948.31,27.11,7054,15.82,0.35,9.86,Over Budget
P0117,500,Subcontractor,Concrete Work,job,4,25926.57,103706.28,4,25567.65,102270.58,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,-1435.7,-1.38,0,0.0,-358.92,-1.38,On Budget
P0117,501,Subcontractor,Utility Work,job,3,20729.49,62188.46,3,21246.8,63740.41,East Commercial Project 117,Residential Development,"Tonawanda, NY",2025-01-26,2025-08-23,209,332267,Medium,1551.95,2.5,0,0.0,517.31,2.5,On Budget
P0118,100,Labor,General Labor,hour,4981,30.13,150089.32,5139,30.55,156974.08,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,6884.76,4.59,158,3.17,0.42,1.39,On Budget
P0118,101,Labor,Equipment Operators,hour,7481,44.48,332725.47,7194,42.66,306907.73,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,-25817.74,-7.76,-287,-3.84,-1.82,-4.09,Under Budget
P0118,102,Labor,Supervisors,hour,1184,56.98,67461.24,1269,54.37,68993.53,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,1532.29,2.27,85,7.18,-2.61,-4.58,On Budget
P0118,103,Labor,Skilled Labor,hour,4999,51.69,258412.69,4634,54.67,253317.94,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,-5094.75,-1.97,-365,-7.3,2.98,5.77,On Budget
P0118,200,Materials,Gravel,ton,10054,33.7,338833.92,10483,33.56,351788.82,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,12954.9,3.82,429,4.27,-0.14,-0.42,On Budget
P0118,201,Materials,Concrete,cubic_yard,2880,143.81,414166.54,2926,149.17,436480.63,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,22314.09,5.39,46,1.6,5.36,3.73,Watch
P0118,202,Materials,Asphalt,ton,8505,85.43,726542.15,8572,95.04,814645.0,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,88102.85,12.13,67,0.79,9.61,11.25,Over Budget
P0118,203,Materials,Topsoil,cubic_yard,9054,40.1,363062.23,9150,41.08,375919.4,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,12857.17,3.54,96,1.06,0.98,2.44,On Budget
P0118,300,Equipment,Excavator,hour,4211,138.79,584444.02,4836,148.01,715782.42,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,131338.4,22.47,625,14.84,9.22,6.64,Over Budget
P0118,301,Equipment,Bulldozer,hour,3099,149.81,464271.81,3015,157.89,476052.42,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,11780.61,2.54,-84,-2.71,8.08,5.39,On Budget
P0118,302,Equipment,Loader,hour,2377,123.74,294129.86,3016,137.22,413855.18,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,119725.32,40.7,639,26.88,13.48,10.89,Over Budget
P0118,303,Equipment,Compactor,hour,3536,93.02,328929.0,3827,92.75,354966.49,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,26037.49,7.92,291,8.23,-0.27,-0.29,Watch
P0118,400,Fuel,Diesel,gallon,7066,4.14,29219.18,7130,4.38,31205.2,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,1986.02,6.8,64,0.91,0.24,5.8,Watch
P0118,500,Subcontractor,Concrete Work,job,2,29795.25,59590.5,2,31104.69,62209.37,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,2618.87,4.39,0,0.0,1309.44,4.39,On Budget
P0118,501,Subcontractor,Utility Work,job,5,22468.4,112342.01,5,24423.45,122117.27,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",2025-11-05,2026-05-05,181,238777,Low,9775.26,8.7,0,0.0,1955.05,8.7,Watch
P0119,100,Labor,General Labor,hour,1662,31.45,52275.45,1604,30.88,49524.32,East Commercial Project 119,Municipal Improvement,"Amherst, NY",2025-02-22,2025-07-19,147,20569,Low,-2751.13,-5.26,-58,-3.49,-0.57,-1.81,Under Budget
