project_id,cost_code,category,subcategory,unit,actual_quantity,actual_unit_cost,actual_cost
P0141,200,Materials,Gravel,ton,802,33.04,26498.8
P0141,201,Materials,Concrete,cubic_yard,4143,152.44,631538.32
P0141,202,Materials,Asphalt,ton,6759,91.97,621594.03
P0141,203,Materials,Topsoil,cubic_yard,12811,39.72,508900.43
P0141,300,Equipment,Excavator,hour,3209,141.22,453161.45
P0141,301,Equipment,Bulldozer,hour,492,159.23,78340.91
P0141,302,Equipment,Loader,hour,8057,139.97,1127705.78
P0141,303,Equipment,Compactor,hour,3474,105.75,367386.93
P0141,400,Fuel,Diesel,gallon,45142,4.0,180467.22
P0141,500,Subcontractor,Concrete Work,job,2,31121.83,62243.66
P0141,501,Subcontractor,Utility Work,job,6,20317.85,121907.12
P0142,100,Labor,General Labor,hour,5879,33.53,197103.14
P0142,101,Labor,Equipment Operators,hour,21803,42.47,925995.31
P0142,102,Labor,Supervisors,hour,10565,56.46,596550.68
P0142,103,Labor,Skilled Labor,hour,19007,43.89,834201.35
P0142,200,Materials,Gravel,ton,10480,32.82,343950.31
P0142,201,Materials,Concrete,cubic_yard,6582,144.18,948994.14
P0142,202,Materials,Asphalt,ton,28479,89.46,2547751.0
P0142,203,Materials,Topsoil,cubic_yard,20026,38.45,770011.39
P0142,300,Equipment,Excavator,hour,13939,131.47,1832546.55
P0142,301,Equipment,Bulldozer,hour,682,162.56,110863.13
P0142,302,Equipment,Loader,hour,8220,131.83,1083602.93
P0142,303,Equipment,Compactor,hour,13607,105.33,1433290.54
P0142,400,Fuel,Diesel,gallon,15704,4.12,64752.76
P0142,500,Subcontractor,Concrete Work,job,13,28041.87,364544.35
P0142,501,Subcontractor,Utility Work,job,13,21930.38,285094.92
P0143,100,Labor,General Labor,hour,4250,33.85,143883.38
P0143,101,Labor,Equipment Operators,hour,5556,45.51,252877.12
P0143,102,Labor,Supervisors,hour,8370,58.8,492196.65
P0143,103,Labor,Skilled Labor,hour,1506,54.48,82047.49
P0143,200,Materials,Gravel,ton,3196,32.18,102837.45
P0143,201,Materials,Concrete,cubic_yard,3967,162.61,645081.73
P0143,202,Materials,Asphalt,ton,5102,83.69,426981.35
P0143,203,Materials,Topsoil,cubic_yard,2143,36.93,79151.51
P0143,300,Equipment,Excavator,hour,2014,150.24,302587.86
P0143,301,Equipment,Bulldozer,hour,3819,146.62,559952.15
P0143,302,Equipment,Loader,hour,3209,125.53,402812.56
P0143,303,Equipment,Compactor,hour,1694,108.34,183529.51
P0143,400,Fuel,Diesel,gallon,12712,3.82,48550.38
P0143,500,Subcontractor,Concrete Work,job,2,25942.22,51884.44
P0143,501,Subcontractor,Utility Work,job,1,23247.85,23247.85
P0144,100,Labor,General Labor,hour,3010,35.43,106633.17
P0144,101,Labor,Equipment Operators,hour,7439,41.32,307394.08
P0144,102,Labor,Supervisors,hour,13133,56.52,742329.33
P0144,103,Labor,Skilled Labor,hour,20329,48.94,994922.34
P0144,200,Materials,Gravel,ton,1298,35.78,46443.44
P0144,201,Materials,Concrete,cubic_yard,16549,145.84,2413493.88
P0144,202,Materials,Asphalt,ton,4653,93.06,433025.95
P0144,203,Materials,Topsoil,cubic_yard,4048,46.28,187347.3
P0144,300,Equipment,Excavator,hour,5326,134.65,717147.52
P0144,301,Equipment,Bulldozer,hour,5833,157.37,917954.03
P0144,302,Equipment,Loader,hour,10836,127.54,1382013.96
P0144,303,Equipment,Compactor,hour,11703,100.51,1176321.57
P0144,400,Fuel,Diesel,gallon,83454,4.54,379224.89
P0144,500,Subcontractor,Concrete Work,job,9,27000.41,243003.7
P0144,501,Subcontractor,Utility Work,job,6,21738.5,130431.02
P0145,100,Labor,General Labor,hour,5739,33.66,193190.78
P0145,101,Labor,Equipment Operators,hour,1655,46.78,77420.58
P0145,102,Labor,Supervisors,hour,3725,54.6,203376.13
P0145,103,Labor,Skilled Labor,hour,9930,51.38,510245.51
P0145,200,Materials,Gravel,ton,8648,33.96,293653.66
P0145,201,Materials,Concrete,cubic_yard,6393,156.9,1003087.9
P0145,202,Materials,Asphalt,ton,1119,101.26,113307.07
P0145,203,Materials,Topsoil,cubic_yard,4788,38.15,182672.21
P0145,300,Equipment,Excavator,hour,3382,149.27,504830.67
P0145,301,Equipment,Bulldozer,hour,4183,161.56,675786.09
P0145,302,Equipment,Loader,hour,3539,128.71,455497.68
P0145,303,Equipment,Compactor,hour,3668,99.05,363308.8
P0145,400,Fuel,Diesel,gallon,20703,3.88,80343.34
P0145,500,Subcontractor,Concrete Work,job,1,27856.18,27856.18
P0145,501,Subcontractor,Utility Work,job,2,21869.96,43739.93
P0146,100,Labor,General Labor,hour,2062,37.63,77587.29
P0146,101,Labor,Equipment Operators,hour,5310,43.61,231549.84
P0146,102,Labor,Supervisors,hour,2929,57.5,168421.86
P0146,103,Labor,Skilled Labor,hour,6260,51.91,324987.72
P0146,200,Materials,Gravel,ton,8628,38.7,333937.07
P0146,201,Materials,Concrete,cubic_yard,1596,162.35,259114.89
P0146,202,Materials,Asphalt,ton,5541,83.72,463919.01
P0146,203,Materials,Topsoil,cubic_yard,3603,35.6,128283.91
P0146,300,Equipment,Excavator,hour,1863,148.21,276121.52
P0146,301,Equipment,Bulldozer,hour,2349,161.97,380463.5
P0146,302,Equipment,Loader,hour,504,131.95,66504.25
P0146,303,Equipment,Compactor,hour,1295,102.91,133271.81
P0146,400,Fuel,Diesel,gallon,1611,4.05,6532.34
P0146,500,Subcontractor,Concrete Work,job,2,26871.49,53742.98
P0146,501,Subcontractor,Utility Work,job,3,23358.96,70076.89
P0147,100,Labor,General Labor,hour,524,33.96,17794.24
P0147,101,Labor,Equipment Operators,hour,708,42.82,30314.63
P0147,102,Labor,Supervisors,hour,2050,59.06,121083.13
P0147,103,Labor,Skilled Labor,hour,2043,44.52,90962.04
P0147,200,Materials,Gravel,ton,2131,36.11,76954.75
P0147,201,Materials,Concrete,cubic_yard,2470,161.76,399546.63
P0147,202,Materials,Asphalt,ton,3164,99.99,316366.36
P0147,203,Materials,Topsoil,cubic_yard,1490,39.78,59278.78
P0147,300,Equipment,Excavator,hour,506,124.93,63214.62
P0147,301,Equipment,Bulldozer,hour,485,168.7,81819.87
P0147,302,Equipment,Loader,hour,1742,142.89,248918.18
P0147,303,Equipment,Compactor,hour,1384,88.2,122064.25
P0147,400,Fuel,Diesel,gallon,8825,4.15,36634.18
P0147,500,Subcontractor,Concrete Work,job,1,27292.57,27292.57
P0147,501,Subcontractor,Utility Work,job,1,23676.87,23676.87
P0148,100,Labor,General Labor,hour,6853,36.86,252572.3
P0148,101,Labor,Equipment Operators,hour,14396,40.92,589131.09
P0148,102,Labor,Supervisors,hour,4441,54.96,244057.08
P0148,103,Labor,Skilled Labor,hour,12589,51.29,645663.93
P0148,200,Materials,Gravel,ton,3945,32.29,127386.12
P0148,201,Materials,Concrete,cubic_yard,726,156.84,113866.9
P0148,202,Materials,Asphalt,ton,7638,97.47,744473.75
P0148,203,Materials,Topsoil,cubic_yard,8833,39.1,345411.0
P0148,300,Equipment,Excavator,hour,6877,132.28,909682.47
P0148,301,Equipment,Bulldozer,hour,7898,162.1,1280277.06
P0148,302,Equipment,Loader,hour,5289,118.25,625425.35
P0148,303,Equipment,Compactor,hour,3887,93.62,363883.09
P0148,400,Fuel,Diesel,gallon,43971,3.65,160463.32
P0148,500,Subcontractor,Concrete Work,job,6,28663.02,171978.1
P0148,501,Subcontractor,Utility Work,job,5,22418.45,112092.25
P0149,100,Labor,General Labor,hour,5556,32.59,181096.11
P0149,101,Labor,Equipment Operators,hour,979,42.57,41677.2
P0149,102,Labor,Supervisors,hour,5239,53.02,277783.97
P0149,103,Labor,Skilled Labor,hour,5263,49.79,262056.64
P0149,200,Materials,Gravel,ton,1508,36.94,55698.63
P0149,201,Materials,Concrete,cubic_yard,4097,147.15,602893.03
P0149,202,Materials,Asphalt,ton,6428,92.9,597158.13
P0149,203,Materials,Topsoil,cubic_yard,1371,41.25,56557.26
P0149,300,Equipment,Excavator,hour,3155,130.28,411034.42
P0149,301,Equipment,Bulldozer,hour,1211,179.12,216913.31
P0149,302,Equipment,Loader,hour,850,128.93,109586.41
P0149,303,Equipment,Compactor,hour,2807,94.9,266376.24
P0149,400,Fuel,Diesel,gallon,2638,4.12,10881.24
P0149,500,Subcontractor,Concrete Work,job,3,29327.67,87983.02
P0149,501,Subcontractor,Utility Work,job,1,22871.1,22871.1
P0150,100,Labor,General Labor,hour,3975,29.07,115566.46
P0150,101,Labor,Equipment Operators,hour,8391,43.58,365658.92
P0150,102,Labor,Supervisors,hour,1733,53.11,92035.23
P0150,103,Labor,Skilled Labor,hour,9103,54.93,500034.42
P0150,200,Materials,Gravel,ton,1199,35.92,43066.86
P0150,201,Materials,Concrete,cubic_yard,7691,156.01,1199908.39
P0150,202,Materials,Asphalt,ton,5499,98.51,541699.44
P0150,203,Materials,Topsoil,cubic_yard,5749,41.05,235969.21
P0150,300,Equipment,Excavator,hour,1911,131.03,250389.26
P0150,301,Equipment,Bulldozer,hour,2862,161.1,461077.66
P0150,302,Equipment,Loader,hour,3499,116.24,406707.86
P0150,303,Equipment,Compactor,hour,1285,87.85,112881.14
P0150,400,Fuel,Diesel,gallon,8577,4.29,36771.44
P0150,500,Subcontractor,Concrete Work,job,3,28818.67,86456.01
P0150,501,Subcontractor,Utility Work,job,2,23428.53,46857.07
P0151,100,Labor,General Labor,hour,204,32.16,6561.55
P0151,101,Labor,Equipment Operators,hour,1368,43.85,59980.86
P0151,102,Labor,Supervisors,hour,1753,56.96,99846.26
P0151,103,Labor,Skilled Labor,hour,1790,47.28,84632.3
P0151,200,Materials,Gravel,ton,1023,33.86,34637.61
P0151,201,Materials,Concrete,cubic_yard,906,164.49,149024.21
P0151,202,Materials,Asphalt,ton,74,87.39,6466.57
P0151,203,Materials,Topsoil,cubic_yard,1238,38.41,47550.83
P0151,300,Equipment,Excavator,hour,810,127.04,102900.17
P0151,301,Equipment,Bulldozer,hour,172,146.68,25228.84
P0151,302,Equipment,Loader,hour,239,123.14,29431.24
P0151,303,Equipment,Compactor,hour,331,102.11,33799.56
P0151,400,Fuel,Diesel,gallon,2624,3.95,10364.68
P0151,500,Subcontractor,Concrete Work,job,1,28754.71,28754.71
P0151,501,Subcontractor,Utility Work,job,1,22016.77,22016.77
P0152,100,Labor,General Labor,hour,902,36.08,32546.54
P0152,101,Labor,Equipment Operators,hour,1645,44.56,73299.09
P0152,102,Labor,Supervisors,hour,1036,62.64,64894.04
P0152,103,Labor,Skilled Labor,hour,451,50.69,22860.16
P0152,200,Materials,Gravel,ton,1520,39.73,60397.05
P0152,201,Materials,Concrete,cubic_yard,2219,148.47,329451.42
P0152,202,Materials,Asphalt,ton,438,99.05,43381.73
P0152,203,Materials,Topsoil,cubic_yard,1425,37.05,52800.47
P0152,300,Equipment,Excavator,hour,678,141.67,96050.35
P0152,301,Equipment,Bulldozer,hour,279,145.18,40504.04
P0152,302,Equipment,Loader,hour,776,117.67,91314.59
P0152,303,Equipment,Compactor,hour,187,102.24,19119.33
P0152,400,Fuel,Diesel,gallon,4012,4.19,16828.36
P0152,500,Subcontractor,Concrete Work,job,1,30783.28,30783.28
P0152,501,Subcontractor,Utility Work,job,1,22148.09,22148.09
P0153,100,Labor,General Labor,hour,11274,32.04,361229.74
P0153,101,Labor,Equipment Operators,hour,5118,45.5,232889.37
P0153,102,Labor,Supervisors,hour,9997,59.61,595901.15
P0153,103,Labor,Skilled Labor,hour,16307,48.66,793483.6
P0153,200,Materials,Gravel,ton,6077,36.81,223709.87
P0153,201,Materials,Concrete,cubic_yard,4199,128.47,539439.36
P0153,202,Materials,Asphalt,ton,889,95.38,84792.59
P0153,203,Materials,Topsoil,cubic_yard,12034,40.06,482031.02
P0153,300,Equipment,Excavator,hour,2748,160.21,440251.73
P0153,301,Equipment,Bulldozer,hour,6540,150.81,986316.13
P0153,302,Equipment,Loader,hour,2172,115.49,250846.55
P0153,303,Equipment,Compactor,hour,7029,86.25,606273.27
P0153,400,Fuel,Diesel,gallon,34588,4.1,141953.98
P0153,500,Subcontractor,Concrete Work,job,10,32395.36,323953.64
P0153,501,Subcontractor,Utility Work,job,7,20975.58,146829.07
P0154,100,Labor,General Labor,hour,1085,32.53,35295.72
P0154,101,Labor,Equipment Operators,hour,8030,46.49,373287.37
P0154,102,Labor,Supervisors,hour,5080,60.05,305073.14
P0154,103,Labor,Skilled Labor,hour,7145,51.29,366437.47
P0154,200,Materials,Gravel,ton,4365,38.6,168498.94
P0154,201,Materials,Concrete,cubic_yard,5021,158.13,793971.83
P0154,202,Materials,Asphalt,ton,6775,104.4,707328.06
P0154,203,Materials,Topsoil,cubic_yard,2301,41.05,94466.69
P0154,300,Equipment,Excavator,hour,2415,156.24,377328.78
P0154,301,Equipment,Bulldozer,hour,3296,153.11,504658.74
P0154,302,Equipment,Loader,hour,1440,100.8,145153.7
P0154,303,Equipment,Compactor,hour,867,95.04,82403.9
P0154,400,Fuel,Diesel,gallon,21449,4.05,86769.92
P0154,500,Subcontractor,Concrete Work,job,3,30021.88,90065.64
P0154,501,Subcontractor,Utility Work,job,1,23746.83,23746.83
P0155,100,Labor,General Labor,hour,2799,33.48,93705.47
P0155,101,Labor,Equipment Operators,hour,7446,40.03,298072.21
P0155,102,Labor,Supervisors,hour,6389,56.56,361391.31
P0155,103,Labor,Skilled Labor,hour,2114,48.18,101843.88
P0155,200,Materials,Gravel,ton,294,32.02,9413.97
P0155,201,Materials,Concrete,cubic_yard,3525,147.55,520098.46
P0155,202,Materials,Asphalt,ton,2070,91.21,188805.4
P0155,203,Materials,Topsoil,cubic_yard,8209,36.74,301601.45
P0155,300,Equipment,Excavator,hour,5001,143.59,718082.8
P0155,301,Equipment,Bulldozer,hour,3077,168.35,518014.3
P0155,302,Equipment,Loader,hour,2161,123.55,266999.44
P0155,303,Equipment,Compactor,hour,4509,108.71,490167.19
P0155,400,Fuel,Diesel,gallon,37303,3.65,136335.69
P0155,500,Subcontractor,Concrete Work,job,3,27425.04,82275.12
P0155,501,Subcontractor,Utility Work,job,5,22353.43,111767.15
P0156,100,Labor,General Labor,hour,19645,34.25,672911.0
P0156,101,Labor,Equipment Operators,hour,5616,39.58,222295.72
P0156,102,Labor,Supervisors,hour,8412,59.31,498951.42
P0156,103,Labor,Skilled Labor,hour,17847,50.35,898632.2
P0156,200,Materials,Gravel,ton,14797,36.26,536536.19
P0156,201,Materials,Concrete,cubic_yard,3883,140.18,544320.29
P0156,202,Materials,Asphalt,ton,3253,94.19,306393.75
P0156,203,Materials,Topsoil,cubic_yard,9111,41.94,382160.81
P0156,300,Equipment,Excavator,hour,7364,137.18,1010173.78
P0156,301,Equipment,Bulldozer,hour,8203,153.79,1261578.49
P0156,302,Equipment,Loader,hour,3603,121.49,437731.64
P0156,303,Equipment,Compactor,hour,9179,97.28,892970.48
P0156,400,Fuel,Diesel,gallon,17457,4.0,69848.51
P0156,500,Subcontractor,Concrete Work,job,10,29035.22,290352.19
P0156,501,Subcontractor,Utility Work,job,5,23538.33,117691.64
P0157,100,Labor,General Labor,hour,4877,32.06,156380.5
P0157,101,Labor,Equipment Operators,hour,6265,43.18,270516.13
P0157,102,Labor,Supervisors,hour,5554,56.22,312220.09
P0157,103,Labor,Skilled Labor,hour,2806,44.95,126127.61
P0157,200,Materials,Gravel,ton,15201,40.96,622706.34
P0157,201,Materials,Concrete,cubic_yard,2057,164.02,337390.18
P0157,202,Materials,Asphalt,ton,3034,86.62,262793.89
P0157,203,Materials,Topsoil,cubic_yard,429,37.54,16104.44
P0157,300,Equipment,Excavator,hour,6118,138.0,844263.04
P0157,301,Equipment,Bulldozer,hour,5602,140.92,789440.15
P0157,302,Equipment,Loader,hour,4282,114.64,490884.31
P0157,303,Equipment,Compactor,hour,5016,87.76,440190.63
P0157,400,Fuel,Diesel,gallon,31321,3.99,124874.11
P0157,500,Subcontractor,Concrete Work,job,6,26176.15,157056.89
P0157,501,Subcontractor,Utility Work,job,7,23944.62,167612.37
P0158,100,Labor,General Labor,hour,3259,30.59,99695.21
P0158,101,Labor,Equipment Operators,hour,7234,47.92,346662.61
P0158,102,Labor,Supervisors,hour,3199,55.0,175958.65
P0158,103,Labor,Skilled Labor,hour,1745,47.35,82628.7
P0158,200,Materials,Gravel,ton,6200,32.25,199932.76
P0158,201,Materials,Concrete,cubic_yard,5539,137.65,762420.76
P0158,202,Materials,Asphalt,ton,2226,94.34,210009.85
P0158,203,Materials,Topsoil,cubic_yard,4696,38.79,182167.1
P0158,300,Equipment,Excavator,hour,2826,138.86,392412.5
P0158,301,Equipment,Bulldozer,hour,623,176.51,109963.39
P0158,302,Equipment,Loader,hour,1270,116.45,147892.0
P0158,303,Equipment,Compactor,hour,1595,104.04,165940.72
P0158,400,Fuel,Diesel,gallon,14975,3.99,59740.89
P0158,500,Subcontractor,Concrete Work,job,4,28043.17,112172.7
P0158,501,Subcontractor,Utility Work,job,1,24124.25,24124.25
P0159,100,Labor,General Labor,hour,5464,30.87,168687.13
P0159,101,Labor,Equipment Operators,hour,3302,43.49,143607.38
P0159,102,Labor,Supervisors,hour,6861,62.57,429318.46
P0159,103,Labor,Skilled Labor,hour,4350,47.95,208600.98
P0159,200,Materials,Gravel,ton,1380,36.47,50325.41
P0159,201,Materials,Concrete,cubic_yard,6794,136.64,928313.72
P0159,202,Materials,Asphalt,ton,4594,94.3,433232.56
P0159,203,Materials,Topsoil,cubic_yard,5487,43.15,236773.1
P0159,300,Equipment,Excavator,hour,3662,149.23,546482.93
P0159,301,Equipment,Bulldozer,hour,2307,158.63,365948.73
P0159,302,Equipment,Loader,hour,1522,119.66,182114.95
P0159,303,Equipment,Compactor,hour,2855,91.88,262315.14
P0159,400,Fuel,Diesel,gallon,10528,3.94,41518.83
P0159,500,Subcontractor,Concrete Work,job,2,25551.14,51102.28
P0159,501,Subcontractor,Utility Work,job,4,22637.09,90548.36
P0160,100,Labor,General Labor,hour,3809,35.72,136071.25
P0160,101,Labor,Equipment Operators,hour,5041,45.93,231552.43
P0160,102,Labor,Supervisors,hour,2536,57.33,145388.96
P0160,103,Labor,Skilled Labor,hour,8060,45.6,367534.41
P0160,200,Materials,Gravel,ton,6540,36.97,241768.81
P0160,201,Materials,Concrete,cubic_yard,7642,143.3,1095109.8
P0160,202,Materials,Asphalt,ton,6304,94.41,595129.42
P0160,203,Materials,Topsoil,cubic_yard,801,39.63,31744.66
P0160,300,Equipment,Excavator,hour,2471,139.57,344885.86
P0160,301,Equipment,Bulldozer,hour,1058,150.61,159344.03
P0160,302,Equipment,Loader,hour,1248,126.79,158235.57
P0160,303,Equipment,Compactor,hour,281,95.46,26825.35
P0160,400,Fuel,Diesel,gallon,14187,3.77,53506.48
P0160,500,Subcontractor,Concrete Work,job,2,26598.82,53197.65
P0160,501,Subcontractor,Utility Work,job,4,20204.41,80817.63
P0161,100,Labor,General Labor,hour,4011,31.23,125258.93
P0161,101,Labor,Equipment Operators,hour,10911,43.15,470817.51
P0161,102,Labor,Supervisors,hour,9229,54.06,498888.74
P0161,103,Labor,Skilled Labor,hour,15205,45.56,692701.8
P0161,200,Materials,Gravel,ton,7839,37.91,297180.87
P0161,201,Materials,Concrete,cubic_yard,12384,152.74,1891583.87
P0161,202,Materials,Asphalt,ton,7732,99.84,771986.76
P0161,203,Materials,Topsoil,cubic_yard,6507,40.17,261397.41
P0161,300,Equipment,Excavator,hour,11910,146.04,1739282.67
P0161,301,Equipment,Bulldozer,hour,4916,153.61,755127.34
P0161,302,Equipment,Loader,hour,10316,114.4,1180121.16
P0161,303,Equipment,Compactor,hour,1014,95.07,96399.12
P0161,400,Fuel,Diesel,gallon,33978,3.81,129378.25
P0161,500,Subcontractor,Concrete Work,job,8,28493.37,227946.98
P0161,501,Subcontractor,Utility Work,job,7,24353.79,170476.51
P0162,100,Labor,General Labor,hour,25633,33.56,860162.25
P0162,101,Labor,Equipment Operators,hour,17900,43.67,781677.98
P0162,102,Labor,Supervisors,hour,14865,56.76,843738.44
P0162,103,Labor,Skilled Labor,hour,7716,50.27,387873.45
P0162,200,Materials,Gravel,ton,13356,34.96,466936.89
P0162,201,Materials,Concrete,cubic_yard,14643,135.36,1982139.92
P0162,202,Materials,Asphalt,ton,25805,87.94,2269407.99
P0162,203,Materials,Topsoil,cubic_yard,15010,37.14,557422.43
P0162,300,Equipment,Excavator,hour,1008,143.75,144895.59
P0162,301,Equipment,Bulldozer,hour,8579,157.52,1351357.04
P0162,302,Equipment,Loader,hour,4049,129.07,522595.38
P0162,303,Equipment,Compactor,hour,9289,101.58,943605.57
P0162,400,Fuel,Diesel,gallon,14842,3.51,52098.05
P0162,500,Subcontractor,Concrete Work,job,3,30140.11,90420.34
P0162,501,Subcontractor,Utility Work,job,13,23627.87,307162.3
P0163,100,Labor,General Labor,hour,2690,31.34,84298.53
P0163,101,Labor,Equipment Operators,hour,13872,42.42,588493.68
P0163,102,Labor,Supervisors,hour,10909,54.9,598936.87
P0163,103,Labor,Skilled Labor,hour,14456,46.73,675482.1
P0163,200,Materials,Gravel,ton,20416,33.11,675988.64
P0163,201,Materials,Concrete,cubic_yard,9675,158.97,1538005.29
P0163,202,Materials,Asphalt,ton,9375,94.12,882348.89
P0163,203,Materials,Topsoil,cubic_yard,16211,41.59,674184.92
P0163,300,Equipment,Excavator,hour,10606,149.84,1589183.16
P0163,301,Equipment,Bulldozer,hour,1958,166.49,325987.1
P0163,302,Equipment,Loader,hour,5264,119.8,630630.22
P0163,303,Equipment,Compactor,hour,5538,92.33,511344.58
P0163,400,Fuel,Diesel,gallon,14418,3.85,55460.06
P0163,500,Subcontractor,Concrete Work,job,6,28047.85,168287.09
P0163,501,Subcontractor,Utility Work,job,3,23196.3,69588.9
P0164,100,Labor,General Labor,hour,7201,34.05,245161.42
P0164,101,Labor,Equipment Operators,hour,2852,47.12,134382.73
P0164,102,Labor,Supervisors,hour,1050,50.64,53170.94
P0164,103,Labor,Skilled Labor,hour,4509,47.22,212936.49
P0164,200,Materials,Gravel,ton,3082,35.83,110416.72
P0164,201,Materials,Concrete,cubic_yard,6451,152.36,982866.19
P0164,202,Materials,Asphalt,ton,3333,99.07,330198.61
P0164,203,Materials,Topsoil,cubic_yard,6931,43.9,304252.51
P0164,300,Equipment,Excavator,hour,2488,144.7,360007.5
P0164,301,Equipment,Bulldozer,hour,1298,159.86,207502.6
P0164,302,Equipment,Loader,hour,2564,116.35,298323.51
P0164,303,Equipment,Compactor,hour,2899,104.63,303329.08
P0164,400,Fuel,Diesel,gallon,22344,3.92,87663.18
P0164,500,Subcontractor,Concrete Work,job,1,27126.57,27126.57
P0164,501,Subcontractor,Utility Work,job,4,21164.96,84659.82
P0165,100,Labor,General Labor,hour,6208,30.92,191959.34
P0165,101,Labor,Equipment Operators,hour,14330,42.13,603788.79
P0165,102,Labor,Supervisors,hour,7053,63.97,451154.23
P0165,103,Labor,Skilled Labor,hour,11678,51.15,597385.92
P0165,200,Materials,Gravel,ton,15614,36.79,574386.56
P0165,201,Materials,Concrete,cubic_yard,16345,153.03,2501331.21
P0165,202,Materials,Asphalt,ton,12232,91.6,1120496.2
P0165,203,Materials,Topsoil,cubic_yard,7745,39.69,307406.74
P0165,300,Equipment,Excavator,hour,6530,142.49,930481.39
P0165,301,Equipment,Bulldozer,hour,1028,154.54,158864.87
P0165,302,Equipment,Loader,hour,10188,137.13,1397037.18
P0165,303,Equipment,Compactor,hour,2110,99.25,209414.34
P0165,400,Fuel,Diesel,gallon,33982,3.8,129247.2
P0165,500,Subcontractor,Concrete Work,job,5,26984.59,134922.97
P0165,501,Subcontractor,Utility Work,job,5,22858.06,114290.3
P0166,100,Labor,General Labor,hour,697,36.33,25324.18
P0166,101,Labor,Equipment Operators,hour,3059,43.95,134453.11
P0166,102,Labor,Supervisors,hour,1928,51.13,98573.04
P0166,103,Labor,Skilled Labor,hour,1307,47.54,62129.21
P0166,200,Materials,Gravel,ton,248,33.78,8376.44
P0166,201,Materials,Concrete,cubic_yard,1523,144.39,219912.29
P0166,202,Materials,Asphalt,ton,1163,89.98,104650.33
P0166,203,Materials,Topsoil,cubic_yard,3204,34.05,109104.52
P0166,300,Equipment,Excavator,hour,882,137.25,121053.82
P0166,301,Equipment,Bulldozer,hour,132,162.13,21401.24
P0166,302,Equipment,Loader,hour,294,135.38,39801.11
P0166,303,Equipment,Compactor,hour,1467,96.75,141936.03
P0166,400,Fuel,Diesel,gallon,9608,3.89,37344.57
P0166,500,Subcontractor,Concrete Work,job,1,31701.17,31701.17
P0166,501,Subcontractor,Utility Work,job,1,21915.62,21915.62
P0167,100,Labor,General Labor,hour,4038,31.43,126920.06
P0167,101,Labor,Equipment Operators,hour,3226,44.81,144545.37
P0167,102,Labor,Supervisors,hour,481,55.49,26692.78
P0167,103,Labor,Skilled Labor,hour,940,46.66,43863.89
P0167,200,Materials,Gravel,ton,3329,33.21,110561.6
P0167,201,Materials,Concrete,cubic_yard,3589,150.33,539518.91
P0167,202,Materials,Asphalt,ton,800,94.48,75586.7
P0167,203,Materials,Topsoil,cubic_yard,618,39.41,24355.48
P0167,300,Equipment,Excavator,hour,752,143.45,107877.89
P0167,301,Equipment,Bulldozer,hour,1682,167.37,281515.11
P0167,302,Equipment,Loader,hour,920,107.67,99052.26
P0167,303,Equipment,Compactor,hour,1315,102.81,135196.35
P0167,400,Fuel,Diesel,gallon,10110,4.03,40699.5
P0167,500,Subcontractor,Concrete Work,job,2,34496.28,68992.57
P0167,501,Subcontractor,Utility Work,job,1,23113.39,23113.39
P0168,100,Labor,General Labor,hour,7252,32.15,233140.82
P0168,101,Labor,Equipment Operators,hour,11972,42.81,512549.09
P0168,102,Labor,Supervisors,hour,23545,57.31,1349405.89
P0168,103,Labor,Skilled Labor,hour,13546,43.6,590549.46
P0168,200,Materials,Gravel,ton,18837,34.87,656927.83
P0168,201,Materials,Concrete,cubic_yard,5374,125.52,674559.13
P0168,202,Materials,Asphalt,ton,25060,91.75,2299159.95
P0168,203,Materials,Topsoil,cubic_yard,16749,36.25,607127.12
P0168,300,Equipment,Excavator,hour,5730,142.13,814400.18
P0168,301,Equipment,Bulldozer,hour,11483,145.51,1670886.21
P0168,302,Equipment,Loader,hour,11002,136.09,1497252.72
P0168,303,Equipment,Compactor,hour,975,97.56,95118.15
P0168,400,Fuel,Diesel,gallon,32339,4.26,137771.12
P0168,500,Subcontractor,Concrete Work,job,11,29073.97,319813.62
P0168,501,Subcontractor,Utility Work,job,13,25060.06,325780.76
P0169,100,Labor,General Labor,hour,5256,33.36,175343.27
P0169,101,Labor,Equipment Operators,hour,16181,45.5,736272.31
P0169,102,Labor,Supervisors,hour,12286,56.71,696758.19
P0169,103,Labor,Skilled Labor,hour,5728,45.66,261553.41
P0169,200,Materials,Gravel,ton,7702,34.32,264306.96
P0169,201,Materials,Concrete,cubic_yard,5338,151.88,810761.78
P0169,202,Materials,Asphalt,ton,2422,92.26,223447.41
P0169,203,Materials,Topsoil,cubic_yard,1537,41.39,63610.33
P0169,300,Equipment,Excavator,hour,1382,144.74,200036.04
P0169,301,Equipment,Bulldozer,hour,6201,157.16,974579.08
P0169,302,Equipment,Loader,hour,925,110.11,101849.79
P0169,303,Equipment,Compactor,hour,352,95.95,33773.24
P0169,400,Fuel,Diesel,gallon,38768,4.05,156985.53
P0169,500,Subcontractor,Concrete Work,job,2,26890.88,53781.76
P0169,501,Subcontractor,Utility Work,job,6,23477.13,140862.79
P0170,100,Labor,General Labor,hour,10391,37.86,393368.48
P0170,101,Labor,Equipment Operators,hour,10251,42.06,431161.51
P0170,102,Labor,Supervisors,hour,9972,62.07,618922.98
P0170,103,Labor,Skilled Labor,hour,11848,48.83,578564.07
