project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,variance,variance_pct,budget_status
P0117,500,Subcontractor,Concrete Work,job,4,25926.57,103706.28,4,25567.65,102270.58,-1435.699999999997,-1.3843906077818982,On Budget
P0117,501,Subcontractor,Utility Work,job,3,20729.49,62188.46,3,21246.8,63740.41,1551.9500000000044,2.4955594655342876,On Budget
P0118,100,Labor,General Labor,hour,4981,30.13,150089.32,5139,30.55,156974.08,6884.75999999998,4.587108529774124,On Budget
P0118,101,Labor,Equipment Operators,hour,7481,44.48,332725.47,7194,42.66,306907.73,-25817.73999999999,-7.759472095719031,Under Budget
P0118,102,Labor,Supervisors,hour,1184,56.98,67461.24,1269,54.37,68993.53,1532.2899999999936,2.271363526671009,On Budget
P0118,103,Labor,Skilled Labor,hour,4999,51.69,258412.69,4634,54.67,253317.94,-5094.75,-1.971555653865141,On Budget
P0118,200,Materials,Gravel,ton,10054,33.7,338833.92,10483,33.56,351788.82,12954.900000000023,3.8233775414220705,On Budget
P0118,201,Materials,Concrete,cubic_yard,2880,143.81,414166.54,2926,149.17,436480.63,22314.090000000026,5.387709494832689,Watch
P0118,202,Materials,Asphalt,ton,8505,85.43,726542.15,8572,95.04,814645.0,88102.84999999998,12.126323297278757,Over Budget
P0118,203,Materials,Topsoil,cubic_yard,9054,40.1,363062.23,9150,41.08,375919.4,12857.170000000042,3.5413130140251834,On Budget
P0118,300,Equipment,Excavator,hour,4211,138.79,584444.02,4836,148.01,715782.42,131338.40000000002,22.47236613012141,Over Budget
P0118,301,Equipment,Bulldozer,hour,3099,149.81,464271.81,3015,157.89,476052.42,11780.609999999986,2.537438144262945,On Budget
P0118,302,Equipment,Loader,hour,2377,123.74,294129.86,3016,137.22,413855.18,119725.32,40.70491856896135,Over Budget
P0118,303,Equipment,Compactor,hour,3536,93.02,328929.0,3827,92.75,354966.49,26037.48999999999,7.915838980448665,Watch
P0118,400,Fuel,Diesel,gallon,7066,4.14,29219.18,7130,4.38,31205.2,1986.0200000000004,6.796973768599941,Watch
P0118,500,Subcontractor,Concrete Work,job,2,29795.25,59590.5,2,31104.69,62209.37,2618.8700000000026,4.394777691074924,On Budget
P0118,501,Subcontractor,Utility Work,job,5,22468.4,112342.01,5,24423.45,122117.27,9775.26000000001,8.7013397748536,Watch
P0119,100,Labor,General Labor,hour,1662,31.45,52275.45,1604,30.88,49524.32,-2751.1299999999974,-5.262757183343228,Under Budget
P0119,101,Labor,Equipment Operators,hour,1212,41.53,50340.07,1144,41.3,47250.69,-3089.3799999999974,-6.137019674386622,Under Budget
P0119,102,Labor,Supervisors,hour,1111,55.54,61700.96,1262,58.07,73278.76,11577.799999999996,18.764375789290792,Over Budget
P0119,103,Labor,Skilled Labor,hour,963,46.31,44591.87,917,48.85,44794.18,202.30999999999767,0.4536925677259053,On Budget
P0119,200,Materials,Gravel,ton,1386,35.9,49752.18,1388,37.04,51406.93,1654.75,3.3259849116159335,On Budget
P0119,201,Materials,Concrete,cubic_yard,1756,145.93,256261.56,1808,148.68,268808.5,12546.940000000002,4.896145953376699,On Budget
P0119,202,Materials,Asphalt,ton,1674,93.11,155858.22,1878,96.93,182028.33,26170.109999999986,16.790971948736477,Over Budget
P0119,203,Materials,Topsoil,cubic_yard,190,38.26,7268.75,181,40.25,7286.03,17.279999999999745,0.23773000859844878,On Budget
P0119,300,Equipment,Excavator,hour,628,144.57,90792.38,626,149.28,93447.53,2655.149999999994,2.9244194281502414,On Budget
P0119,301,Equipment,Bulldozer,hour,397,166.54,66114.59,402,163.28,65639.32,-475.2699999999895,-0.7188579706839133,On Budget
P0119,302,Equipment,Loader,hour,753,129.55,97553.35,815,132.35,107861.46,10308.11,10.566638664894645,Over Budget
P0119,303,Equipment,Compactor,hour,405,89.06,36069.61,435,77.45,33689.9,-2379.709999999999,-6.597548462542287,Under Budget
P0119,400,Fuel,Diesel,gallon,5441,3.54,19283.88,5148,3.38,17402.8,-1881.0800000000017,-9.754675926214027,Under Budget
P0119,500,Subcontractor,Concrete Work,job,1,27454.12,27454.12,1,27189.26,27189.26,-264.8600000000006,-0.9647368045306155,On Budget
P0119,501,Subcontractor,Utility Work,job,1,23070.16,23070.16,1,22450.74,22450.74,-619.4199999999983,-2.684940199807883,On Budget
P0120,100,Labor,General Labor,hour,9096,32.39,294635.46,9427,32.56,306965.53,12330.070000000007,4.184856093017455,On Budget
P0120,101,Labor,Equipment Operators,hour,11540,40.15,463304.98,12233,44.28,541684.65,78379.67000000004,16.91751079386197,Over Budget
P0120,102,Labor,Supervisors,hour,21385,53.58,1145890.69,19412,53.89,1046165.95,-99724.73999999999,-8.702814401956612,Under Budget
P0120,103,Labor,Skilled Labor,hour,18112,44.49,805807.53,21128,47.4,1001376.13,195568.59999999998,24.26988985818983,Over Budget
P0120,200,Materials,Gravel,ton,19955,35.86,715592.85,20534,38.87,798201.31,82608.46000000008,11.544058887676153,Over Budget
P0120,201,Materials,Concrete,cubic_yard,6625,141.23,935672.75,6310,136.98,864355.03,-71317.71999999997,-7.622079407570646,Under Budget
P0120,202,Materials,Asphalt,ton,9748,86.45,842697.1,10573,88.94,940410.47,97713.37,11.595313428751563,Over Budget
P0120,203,Materials,Topsoil,cubic_yard,9920,38.57,382621.75,10188,39.57,403123.31,20501.559999999998,5.358179455297562,Watch
P0120,300,Equipment,Excavator,hour,7502,139.84,1049101.68,6860,146.28,1003479.79,-45621.8899999999,-4.348662371792208,On Budget
P0120,301,Equipment,Bulldozer,hour,7168,155.04,1111329.73,8753,174.26,1525327.11,413997.3800000001,37.25243452274062,Over Budget
P0120,302,Equipment,Loader,hour,7362,115.09,847286.82,7544,122.57,924644.37,77357.55000000005,9.130031079676188,Watch
P0120,303,Equipment,Compactor,hour,7606,102.01,775920.81,8383,103.69,869216.62,93295.80999999994,12.02388295269461,Over Budget
P0120,400,Fuel,Diesel,gallon,85732,3.71,317699.85,98598,3.86,380216.71,62516.860000000044,19.677963335519376,Over Budget
P0120,500,Subcontractor,Concrete Work,job,14,26339.03,368746.42,14,26585.71,372199.99,3453.570000000007,0.9365704486025944,On Budget
P0120,501,Subcontractor,Utility Work,job,13,22478.28,292217.62,13,23096.55,300255.21,8037.590000000026,2.750549402188693,On Budget
P0121,100,Labor,General Labor,hour,14473,33.53,485289.83,14026,32.04,449382.74,-35907.090000000026,-7.3991020994608565,Under Budget
P0121,101,Labor,Equipment Operators,hour,12453,40.61,505733.18,13726,44.53,611220.08,105486.89999999997,20.85821222961878,Over Budget
P0121,102,Labor,Supervisors,hour,8748,53.04,463976.43,10075,51.32,517042.48,53066.04999999999,11.437229688585687,Over Budget
P0121,103,Labor,Skilled Labor,hour,6032,44.76,269967.79,6936,45.73,317194.28,47226.49000000005,17.493379487975233,Over Budget
P0121,200,Materials,Gravel,ton,14667,35.06,514188.67,14977,37.62,563371.54,49182.87000000005,9.565140748822811,Watch
P0121,201,Materials,Concrete,cubic_yard,15153,153.97,2333089.36,18586,169.77,3155385.16,822295.8000000003,35.2449337817048,Over Budget
P0121,202,Materials,Asphalt,ton,11688,88.85,1038509.91,11935,82.11,979946.73,-58563.18000000005,-5.639154661509204,Under Budget
P0121,203,Materials,Topsoil,cubic_yard,16251,39.59,643435.91,17880,40.09,716773.54,73337.63,11.397814274929106,Over Budget
P0121,300,Equipment,Excavator,hour,3460,135.83,469977.09,3515,137.67,483910.04,13932.949999999953,2.964601955384666,On Budget
P0121,301,Equipment,Bulldozer,hour,6042,166.19,1004105.37,6983,189.19,1321116.5,317011.13,31.571500309773263,Over Budget
P0121,302,Equipment,Loader,hour,6471,129.45,837678.54,6130,130.43,799558.03,-38120.51000000001,-4.550732551892759,On Budget
P0121,303,Equipment,Compactor,hour,1290,96.2,124093.5,1365,95.17,129911.86,5818.360000000001,4.688690382655015,On Budget
P0121,400,Fuel,Diesel,gallon,21719,4.04,87804.47,25099,4.16,104294.83,16490.36,18.78077505621297,Over Budget
P0121,500,Subcontractor,Concrete Work,job,5,29048.34,145241.7,6,31638.91,189833.46,44591.75999999998,30.701761271039913,Over Budget
P0121,501,Subcontractor,Utility Work,job,8,20398.17,163185.38,9,21099.37,189894.32,26708.940000000002,16.367238290587064,Over Budget
P0122,100,Labor,General Labor,hour,2920,32.26,94212.27,2985,33.31,99438.13,5225.860000000001,5.546899570512418,Watch
P0122,101,Labor,Equipment Operators,hour,2085,40.88,85226.91,2040,41.94,85564.43,337.5199999999895,0.3960251521497019,On Budget
P0122,102,Labor,Supervisors,hour,991,52.33,51860.96,1246,57.88,72124.26,20263.299999999996,39.07235808978468,Over Budget
P0122,103,Labor,Skilled Labor,hour,1337,46.22,61801.26,1368,45.08,61674.71,-126.55000000000291,-0.20476928787536516,On Budget
P0122,200,Materials,Gravel,ton,2318,32.17,74578.82,2433,32.21,78366.74,3787.9199999999983,5.079082774439175,Watch
P0122,201,Materials,Concrete,cubic_yard,1712,139.54,238885.21,1934,146.87,284053.76,45168.55000000002,18.908056300346104,Over Budget
P0122,202,Materials,Asphalt,ton,2115,97.95,207162.9,2235,98.49,220120.44,12957.540000000008,6.254758936083638,Watch
P0122,203,Materials,Topsoil,cubic_yard,2510,40.61,101928.96,2633,43.74,115154.93,13225.969999999987,12.97567443050531,Over Budget
P0122,300,Equipment,Excavator,hour,507,145.68,73859.61,600,165.97,99579.74,25720.130000000005,34.822997305293114,Over Budget
P0122,301,Equipment,Bulldozer,hour,147,164.59,24195.19,149,164.57,24521.54,326.3500000000022,1.3488218112773744,On Budget
P0122,302,Equipment,Loader,hour,1146,121.6,139348.47,1143,128.12,146437.44,7088.970000000001,5.087224854352545,Watch
P0122,303,Equipment,Compactor,hour,182,101.75,18518.99,189,107.5,20318.26,1799.2699999999968,9.715810635461203,Watch
P0122,400,Fuel,Diesel,gallon,5702,3.95,22522.32,6306,4.04,25474.73,2952.41,13.108818274493924,Over Budget
P0122,500,Subcontractor,Concrete Work,job,2,26437.57,52875.14,3,28275.7,84827.11,31951.97,60.429097681821744,Over Budget
P0122,501,Subcontractor,Utility Work,job,1,20803.54,20803.54,1,20375.8,20375.8,-427.7400000000016,-2.0560923765859154,On Budget
P0123,100,Labor,General Labor,hour,21354,33.05,705676.17,22113,33.11,732130.87,26454.699999999953,3.7488441759341193,On Budget
P0123,101,Labor,Equipment Operators,hour,16716,43.07,720016.4,18198,43.5,791557.03,71540.63,9.935972291742244,Watch
P0123,102,Labor,Supervisors,hour,15357,57.05,876091.75,17110,57.49,983695.59,107603.83999999997,12.282256966807411,Over Budget
P0123,103,Labor,Skilled Labor,hour,3519,49.33,173591.83,3438,52.21,179483.02,5891.190000000002,3.3937023418671277,On Budget
P0123,200,Materials,Gravel,ton,6383,34.91,222828.42,6851,39.14,268168.59,45340.17000000001,20.347570565729455,Over Budget
P0123,201,Materials,Concrete,cubic_yard,3869,150.0,580344.59,3854,162.26,625368.16,45023.570000000065,7.758075249740859,Watch
P0123,202,Materials,Asphalt,ton,12390,96.66,1197595.11,13513,95.97,1296895.66,99300.54999999981,8.291662947755341,Watch
P0123,203,Materials,Topsoil,cubic_yard,12646,35.52,449210.34,13525,36.48,493396.47,44186.12999999995,9.83640091632796,Watch
P0123,300,Equipment,Excavator,hour,2413,141.61,341701.51,2664,147.2,392134.2,50432.69,14.759282158279019,Over Budget
P0123,301,Equipment,Bulldozer,hour,9635,147.54,1421505.88,10115,154.64,1564180.2,142674.32000000007,10.036843463496618,Over Budget
P0123,302,Equipment,Loader,hour,9565,122.57,1172414.41,9502,123.73,1175726.47,3312.060000000056,0.2824990866497501,On Budget
P0123,303,Equipment,Compactor,hour,6894,94.01,648086.28,6118,97.49,596442.66,-51643.619999999995,-7.968633435659214,Under Budget
P0123,400,Fuel,Diesel,gallon,56325,3.56,200563.76,59211,3.32,196469.22,-4094.540000000008,-2.0415153764568474,On Budget
P0123,500,Subcontractor,Concrete Work,job,11,29802.51,327827.61,12,28008.88,336106.53,8278.920000000042,2.525388267327466,On Budget
P0123,501,Subcontractor,Utility Work,job,10,21201.0,212010.02,11,22346.68,245813.48,33803.46000000002,15.94427470928026,Over Budget
P0124,100,Labor,General Labor,hour,6027,32.43,195474.87,6629,33.7,223389.37,27914.5,14.280352251928855,Over Budget
P0124,101,Labor,Equipment Operators,hour,8549,43.35,370633.49,7960,39.69,315927.58,-54705.909999999974,-14.7601097785308,Under Budget
P0124,102,Labor,Supervisors,hour,5909,50.89,300724.61,5786,51.05,295367.52,-5357.089999999967,-1.7813939471066127,On Budget
P0124,103,Labor,Skilled Labor,hour,2356,49.54,116706.63,2931,52.6,154175.16,37468.53,32.1048855579156,Over Budget
P0124,200,Materials,Gravel,ton,9669,36.49,352860.2,11025,36.05,397437.79,44577.58999999997,12.633215647443368,Over Budget
P0124,201,Materials,Concrete,cubic_yard,6891,141.52,975220.54,6929,135.36,937898.5,-37322.04000000004,-3.82703588257073,On Budget
P0124,202,Materials,Asphalt,ton,5568,92.89,517231.99,6038,99.44,600428.45,83196.45999999996,16.084940917904163,Over Budget
P0124,203,Materials,Topsoil,cubic_yard,6080,35.54,216103.94,5878,37.32,219370.43,3266.4899999999907,1.5115365319114453,On Budget
P0124,300,Equipment,Excavator,hour,781,133.16,103997.11,825,137.67,113577.55,9580.440000000002,9.212217531814106,Watch
P0124,301,Equipment,Bulldozer,hour,3578,145.83,521787.41,3881,155.36,602970.27,81182.86000000004,15.55860843786937,Over Budget
P0124,302,Equipment,Loader,hour,1549,124.5,192850.76,1491,124.32,185361.3,-7489.460000000021,-3.8835522348991622,On Budget
P0124,303,Equipment,Compactor,hour,784,98.61,77308.04,840,98.91,83082.38,5774.340000000011,7.469261929289646,Watch
P0124,400,Fuel,Diesel,gallon,27847,3.86,107519.76,29350,4.09,119944.59,12424.830000000002,11.555857267538546,Over Budget
P0124,500,Subcontractor,Concrete Work,job,3,27459.26,82377.78,3,28189.4,84568.2,2190.4199999999983,2.6589937237929915,On Budget
P0124,501,Subcontractor,Utility Work,job,5,23463.94,117319.68,5,23201.3,116006.5,-1313.179999999993,-1.119317747883384,On Budget
P0125,100,Labor,General Labor,hour,8455,31.33,264934.86,9215,32.78,302085.13,37150.27000000002,14.022416680085067,Over Budget
P0125,101,Labor,Equipment Operators,hour,2424,39.69,96210.57,2505,40.84,102312.07,6101.5,6.34181878352867,Watch
P0125,102,Labor,Supervisors,hour,4317,51.37,221781.5,4293,52.13,223798.03,2016.5299999999988,0.909241753708041,On Budget
P0125,103,Labor,Skilled Labor,hour,2636,45.21,119183.6,2709,46.43,125774.6,6591.0,5.530123271993798,Watch
P0125,200,Materials,Gravel,ton,6052,33.58,203205.12,5600,33.78,189161.17,-14043.949999999983,-6.911218575594937,Under Budget
P0125,201,Materials,Concrete,cubic_yard,7468,153.66,1147527.35,7511,163.97,1231611.18,84083.82999999984,7.327392240367939,Watch
P0125,202,Materials,Asphalt,ton,4502,85.06,382926.32,4745,90.37,428807.8,45881.47999999998,11.981803705736388,Over Budget
P0125,203,Materials,Topsoil,cubic_yard,1834,35.59,65268.44,1718,33.55,57639.62,-7628.82,-11.688374963458601,Under Budget
P0125,300,Equipment,Excavator,hour,5278,139.84,738058.26,5668,145.38,824007.44,85949.17999999993,11.64531103547299,Over Budget
P0125,301,Equipment,Bulldozer,hour,3918,152.67,598145.45,5264,175.36,923080.92,324935.4700000001,54.323822073711355,Over Budget
P0125,302,Equipment,Loader,hour,3090,111.76,345328.77,3211,117.11,376032.27,30703.5,8.891092392910096,Watch
P0125,303,Equipment,Compactor,hour,3982,88.69,353169.72,4351,96.88,421534.53,68364.81000000006,19.357494747850996,Over Budget
P0125,400,Fuel,Diesel,gallon,23944,4.03,96484.99,28081,4.37,122851.93,26366.939999999988,27.327504516505613,Over Budget
P0125,500,Subcontractor,Concrete Work,job,2,29676.34,59352.67,2,29286.5,58573.0,-779.6699999999983,-1.3136224537160641,On Budget
P0125,501,Subcontractor,Utility Work,job,5,23462.88,117314.42,5,25050.59,125252.93,7938.509999999995,6.766866340898242,Watch
P0126,100,Labor,General Labor,hour,1755,30.96,54331.52,1947,30.42,59227.07,4895.550000000003,9.01051544296939,Watch
P0126,101,Labor,Equipment Operators,hour,696,45.08,31372.74,934,48.31,45118.4,13745.66,43.81402453212566,Over Budget
P0126,102,Labor,Supervisors,hour,306,53.17,16271.17,298,55.66,16586.49,315.3200000000015,1.937906124759323,On Budget
P0126,103,Labor,Skilled Labor,hour,589,49.1,28916.96,653,51.47,33606.91,4689.950000000004,16.218682738434484,Over Budget
P0126,200,Materials,Gravel,ton,2111,34.97,73827.1,2190,34.55,75655.28,1828.179999999993,2.476299353489427,On Budget
P0126,201,Materials,Concrete,cubic_yard,1132,154.26,174622.51,982,158.93,156073.92,-18548.589999999997,-10.622107081154656,Under Budget
P0126,202,Materials,Asphalt,ton,885,87.97,77854.51,1120,94.24,105547.0,27692.490000000005,35.56953861760868,Over Budget
P0126,203,Materials,Topsoil,cubic_yard,476,35.72,17003.82,486,36.36,17670.44,666.619999999999,3.9204131777447597,On Budget
P0126,300,Equipment,Excavator,hour,452,136.33,61620.68,420,136.4,57288.16,-4332.519999999997,-7.0309512975189445,Under Budget
P0126,301,Equipment,Bulldozer,hour,529,165.43,87511.26,517,181.58,93875.84,6364.580000000002,7.272869799840617,Watch
P0126,302,Equipment,Loader,hour,727,111.02,80712.71,654,116.36,76097.93,-4614.780000000013,-5.71753816716105,Under Budget
P0126,303,Equipment,Compactor,hour,248,99.67,24719.36,289,109.05,31515.3,6795.939999999999,27.49237844345484,Over Budget
P0126,400,Fuel,Diesel,gallon,2464,4.0,9858.95,2408,4.26,10254.49,395.53999999999905,4.011989106344986,On Budget
P0126,500,Subcontractor,Concrete Work,job,1,29623.12,29623.12,1,29875.67,29875.67,252.54999999999927,0.8525435538187717,On Budget
P0126,501,Subcontractor,Utility Work,job,1,21472.67,21472.67,1,22096.01,22096.01,623.3400000000001,2.9029459308041345,On Budget
P0127,100,Labor,General Labor,hour,12396,32.96,408537.64,12491,35.13,438860.56,30322.919999999984,7.422307525935672,Watch
P0127,101,Labor,Equipment Operators,hour,24669,45.05,1111385.96,25424,46.62,1185242.45,73856.48999999999,6.645440257316189,Watch
P0127,102,Labor,Supervisors,hour,23009,52.68,1212136.41,22838,56.96,1300914.23,88777.82000000007,7.324078318875024,Watch
P0127,103,Labor,Skilled Labor,hour,21677,50.9,1103365.08,21667,52.57,1138993.11,35628.03000000003,3.2290336757802796,On Budget
P0127,200,Materials,Gravel,ton,8825,34.1,300912.46,9915,37.15,368338.85,67426.38999999996,22.407310750774478,Over Budget
P0127,201,Materials,Concrete,cubic_yard,5657,151.86,859065.68,5400,150.39,812123.63,-46942.05000000005,-5.464314439845862,Under Budget
P0127,202,Materials,Asphalt,ton,22378,96.94,2169370.89,21716,99.81,2167444.33,-1926.5600000000559,-0.08880731316534148,On Budget
P0127,203,Materials,Topsoil,cubic_yard,15126,37.71,570390.43,15219,36.3,552414.18,-17976.25,-3.1515693557481317,On Budget
P0127,300,Equipment,Excavator,hour,2412,144.88,349456.8,2588,154.16,398967.66,49510.859999999986,14.167948656314596,Over Budget
P0127,301,Equipment,Bulldozer,hour,5668,165.5,938039.29,7429,177.33,1317416.66,379377.3699999999,40.44365455097301,Over Budget
P0127,302,Equipment,Loader,hour,4458,120.37,536623.06,4624,128.39,593683.11,57060.04999999993,10.633171448129703,Over Budget
P0127,303,Equipment,Compactor,hour,5421,101.79,551786.44,5678,108.87,618156.83,66370.39000000001,12.028274924624828,Over Budget
P0127,400,Fuel,Diesel,gallon,41450,3.54,146850.83,40938,3.57,146172.3,-678.5299999999988,-0.46205390871811813,On Budget
P0127,500,Subcontractor,Concrete Work,job,3,27317.06,81951.18,3,28307.58,84922.74,2971.560000000012,3.626012462541738,On Budget
P0127,501,Subcontractor,Utility Work,job,7,21619.69,151337.8,7,23213.64,162495.51,11157.710000000021,7.372718514475578,Watch
P0128,100,Labor,General Labor,hour,8073,32.09,259102.81,8850,32.42,286925.49,27822.679999999993,10.738085009575926,Over Budget
P0128,101,Labor,Equipment Operators,hour,8724,42.94,374565.4,8585,42.48,364697.34,-9868.059999999998,-2.6345359181600854,On Budget
P0128,102,Labor,Supervisors,hour,1386,59.1,81906.39,1481,60.19,89134.38,7227.990000000005,8.824696095139837,Watch
P0128,103,Labor,Skilled Labor,hour,9108,48.02,437363.56,10437,52.73,550315.14,112951.58000000002,25.82555803231527,Over Budget
P0128,200,Materials,Gravel,ton,8192,35.97,294652.11,8466,37.15,314504.68,19852.570000000007,6.737630353300375,Watch
P0128,201,Materials,Concrete,cubic_yard,6780,139.54,946098.82,7376,142.71,1052617.94,106519.12,11.258773158600917,Over Budget
P0128,202,Materials,Asphalt,ton,4700,86.52,406645.76,6042,95.6,577640.7,170994.93999999994,42.05009785421098,Over Budget
P0128,203,Materials,Topsoil,cubic_yard,3225,35.99,116059.21,3233,35.69,115381.59,-677.6200000000099,-0.5838571536028979,On Budget
P0128,300,Equipment,Excavator,hour,1892,134.26,254014.93,2004,134.5,269531.33,15516.400000000023,6.108459845253987,Watch
P0128,301,Equipment,Bulldozer,hour,1786,148.29,264852.66,1986,152.06,301993.25,37140.590000000026,14.023113832422915,Over Budget
P0128,302,Equipment,Loader,hour,335,122.02,40876.27,374,125.33,46874.81,5998.540000000001,14.674871263938712,Over Budget
P0128,303,Equipment,Compactor,hour,363,101.63,36890.53,417,104.74,43678.19,6787.6600000000035,18.399464578036703,Over Budget
P0128,400,Fuel,Diesel,gallon,33188,3.86,127992.82,37890,3.94,149155.58,21162.75999999998,16.534333722782247,Over Budget
P0128,500,Subcontractor,Concrete Work,job,4,28674.62,114698.48,4,30605.85,122423.38,7724.900000000009,6.7349628347298145,Watch
P0128,501,Subcontractor,Utility Work,job,3,23607.68,70823.04,3,22620.65,67861.95,-2961.0899999999965,-4.18096992165261,On Budget
P0129,100,Labor,General Labor,hour,10432,31.73,330965.29,12349,35.82,442374.94,111409.65000000002,33.662034468931786,Over Budget
P0129,101,Labor,Equipment Operators,hour,9304,42.47,395133.69,10828,46.58,504398.16,109264.46999999997,27.652531982276674,Over Budget
P0129,102,Labor,Supervisors,hour,1862,51.29,95495.8,1948,54.73,106609.38,11113.580000000002,11.637768362587675,Over Budget
P0129,103,Labor,Skilled Labor,hour,12937,49.12,635524.78,13848,52.7,729787.29,94262.51000000001,14.83223203350151,Over Budget
P0129,200,Materials,Gravel,ton,13421,32.44,435425.46,13159,34.58,455028.23,19602.76999999996,4.501980660478595,On Budget
P0129,201,Materials,Concrete,cubic_yard,5337,154.0,821894.38,5718,158.77,907830.49,85936.10999999999,10.455858087264204,Over Budget
P0129,202,Materials,Asphalt,ton,3071,99.09,304315.32,2615,100.45,262677.19,-41638.130000000005,-13.682561232868592,Under Budget
P0129,203,Materials,Topsoil,cubic_yard,13002,36.21,470812.91,12398,35.47,439810.23,-31002.679999999993,-6.584925634260963,Under Budget
P0129,300,Equipment,Excavator,hour,3333,145.57,485172.38,3238,137.98,446790.69,-38381.69,-7.910938788395168,Under Budget
P0129,301,Equipment,Bulldozer,hour,4646,143.03,664495.83,4551,133.2,606202.67,-58293.159999999916,-8.772539626019913,Under Budget
P0129,302,Equipment,Loader,hour,353,118.07,41678.14,357,119.13,42528.17,850.0299999999988,2.039510400416139,On Budget
P0129,303,Equipment,Compactor,hour,4050,98.05,397099.79,4264,96.35,410815.15,13715.360000000044,3.453882461131507,On Budget
P0129,400,Fuel,Diesel,gallon,45694,3.79,173355.24,49281,3.81,187540.51,14185.270000000019,8.182775438458059,Watch
P0129,500,Subcontractor,Concrete Work,job,7,29633.92,207437.43,9,31471.49,283243.41,75805.97999999998,36.544021973276465,Over Budget
P0129,501,Subcontractor,Utility Work,job,1,20422.28,20422.28,1,21003.55,21003.55,581.2700000000004,2.846254189052351,On Budget
P0130,100,Labor,General Labor,hour,5787,34.33,198666.23,5769,31.66,182618.51,-16047.720000000001,-8.077729164136251,Under Budget
P0130,101,Labor,Equipment Operators,hour,7925,41.85,331639.9,7336,41.96,307815.13,-23824.77000000002,-7.183927506913378,Under Budget
P0130,102,Labor,Supervisors,hour,3848,51.28,197344.09,4001,51.55,206236.56,8892.470000000001,4.506073630074253,On Budget
P0130,103,Labor,Skilled Labor,hour,4675,50.04,233914.64,4429,51.53,228215.77,-5698.870000000024,-2.4363032600268304,On Budget
P0130,200,Materials,Gravel,ton,9151,36.0,329478.68,9859,38.86,383078.53,53599.850000000035,16.268078407986835,Over Budget
P0130,201,Materials,Concrete,cubic_yard,336,150.75,50653.63,372,160.42,59676.66,9023.030000000006,17.813195224113272,Over Budget
P0130,202,Materials,Asphalt,ton,4520,84.87,383622.34,4708,89.12,419586.13,35963.78999999998,9.374790321126756,Watch
P0130,203,Materials,Topsoil,cubic_yard,5376,40.8,219347.71,6203,42.04,260751.13,41403.42000000001,18.875701961967152,Over Budget
P0130,300,Equipment,Excavator,hour,1986,136.85,271777.08,2261,152.15,344019.0,72241.91999999998,26.581314362491486,Over Budget
P0130,301,Equipment,Bulldozer,hour,3186,150.14,478331.92,3153,150.14,473381.31,-4950.609999999986,-1.0349737897483375,On Budget
P0130,302,Equipment,Loader,hour,2899,123.56,358203.55,3167,131.62,416841.32,58637.77000000002,16.369957807509174,Over Budget
P0130,303,Equipment,Compactor,hour,1462,93.36,136498.85,1531,98.01,150058.14,13559.290000000008,9.933629477464468,Watch
P0130,400,Fuel,Diesel,gallon,27591,3.88,107015.75,28455,4.03,114760.15,7744.399999999994,7.236691795366565,Watch
P0130,500,Subcontractor,Concrete Work,job,2,28316.11,56632.22,2,32042.28,64084.56,7452.3399999999965,13.159187473138076,Over Budget
P0130,501,Subcontractor,Utility Work,job,5,22534.34,112671.68,5,22369.8,111849.01,-822.6699999999983,-0.730147983947695,On Budget
P0131,100,Labor,General Labor,hour,1836,31.07,57043.94,1894,31.63,59907.13,2863.189999999995,5.019271109253665,Watch
P0131,101,Labor,Equipment Operators,hour,6012,40.42,243019.04,6800,41.73,283748.53,40729.49000000002,16.759793800518683,Over Budget
P0131,102,Labor,Supervisors,hour,10537,51.97,547559.48,10023,48.09,482051.6,-65507.880000000005,-11.963609871205225,Under Budget
P0131,103,Labor,Skilled Labor,hour,13069,47.75,624091.69,13558,51.41,696978.4,72886.71000000008,11.67884642078796,Over Budget
P0131,200,Materials,Gravel,ton,5974,31.75,189656.47,6526,33.16,216424.75,26768.28,14.114087433979975,Over Budget
P0131,201,Materials,Concrete,cubic_yard,7137,147.2,1050557.89,7771,145.58,1131323.47,80765.58000000007,7.687875248835653,Watch
P0131,202,Materials,Asphalt,ton,7482,87.76,656642.87,7819,92.48,723086.96,66444.08999999997,10.118756029438035,Over Budget
P0131,203,Materials,Topsoil,cubic_yard,8935,37.4,334148.52,9077,37.13,337012.6,2864.079999999958,0.8571278424336453,On Budget
P0131,300,Equipment,Excavator,hour,6467,132.58,857398.15,6585,133.46,878826.91,21428.76000000001,2.4992776109908807,On Budget
P0131,301,Equipment,Bulldozer,hour,518,156.74,81193.74,537,167.17,89769.97,8576.229999999996,10.56267392042785,Over Budget
P0131,302,Equipment,Loader,hour,2821,120.31,339399.12,2917,118.96,347020.03,7620.910000000033,2.245412421811828,On Budget
P0131,303,Equipment,Compactor,hour,7404,91.95,680773.96,7574,98.67,747325.01,66551.05000000005,9.775792540596008,Watch
P0131,400,Fuel,Diesel,gallon,47132,3.73,175971.2,51565,3.96,204128.2,28157.0,16.000913785892234,Over Budget
P0131,500,Subcontractor,Concrete Work,job,8,26767.28,214138.21,8,27135.28,217082.22,2944.0100000000093,1.374817693675505,On Budget
