project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost
P0157,501,Subcontractor,Utility Work,job,6,23585.56,141513.33
P0158,100,Labor,General Labor,hour,3257,30.97,100869.25
P0158,101,Labor,Equipment Operators,hour,6265,43.5,272524.43
P0158,102,Labor,Supervisors,hour,3692,54.5,201207.82
P0158,103,Labor,Skilled Labor,hour,1745,45.72,79774.62
P0158,200,Materials,Gravel,ton,6051,32.42,196161.15
P0158,201,Materials,Concrete,cubic_yard,5403,136.11,735405.39
P0158,202,Materials,Asphalt,ton,2214,92.87,205623.7
P0158,203,Materials,Topsoil,cubic_yard,4700,39.74,186796.77
P0158,300,Equipment,Excavator,hour,2930,141.63,414971.28
P0158,301,Equipment,Bulldozer,hour,548,165.46,90673.16
P0158,302,Equipment,Loader,hour,1360,117.17,159348.96
P0158,303,Equipment,Compactor,hour,1458,99.68,145328.28
P0158,400,Fuel,Diesel,gallon,15331,3.93,60203.17
P0158,500,Subcontractor,Concrete Work,job,4,29312.92,117251.67
P0158,501,Subcontractor,Utility Work,job,1,22698.97,22698.97
P0159,100,Labor,General Labor,hour,5741,29.99,172150.05
P0159,101,Labor,Equipment Operators,hour,3639,44.02,160179.95
P0159,102,Labor,Supervisors,hour,6606,58.74,388050.8
P0159,103,Labor,Skilled Labor,hour,4487,47.94,215089.56
P0159,200,Materials,Gravel,ton,1512,35.78,54097.62
P0159,201,Materials,Concrete,cubic_yard,6546,134.29,879073.13
P0159,202,Materials,Asphalt,ton,4952,92.77,459393.98
P0159,203,Materials,Topsoil,cubic_yard,5230,40.7,212867.04
P0159,300,Equipment,Excavator,hour,3572,144.43,515896.95
P0159,301,Equipment,Bulldozer,hour,1959,145.9,285822.41
P0159,302,Equipment,Loader,hour,1610,119.13,191793.75
P0159,303,Equipment,Compactor,hour,2676,90.83,243048.02
P0159,400,Fuel,Diesel,gallon,10116,3.66,37009.92
P0159,500,Subcontractor,Concrete Work,job,2,25929.77,51859.53
P0159,501,Subcontractor,Utility Work,job,4,20585.04,82340.17
P0160,100,Labor,General Labor,hour,3915,34.08,133414.08
P0160,101,Labor,Equipment Operators,hour,4790,44.18,211628.99
P0160,102,Labor,Supervisors,hour,2535,54.84,139028.28
P0160,103,Labor,Skilled Labor,hour,8194,47.62,390215.58
P0160,200,Materials,Gravel,ton,6249,34.07,212899.33
P0160,201,Materials,Concrete,cubic_yard,7763,148.84,1155451.97
P0160,202,Materials,Asphalt,ton,6022,97.77,588753.92
P0160,203,Materials,Topsoil,cubic_yard,750,39.3,29478.31
P0160,300,Equipment,Excavator,hour,2280,138.15,314978.63
P0160,301,Equipment,Bulldozer,hour,1067,152.29,162489.42
P0160,302,Equipment,Loader,hour,1150,128.13,147352.95
P0160,303,Equipment,Compactor,hour,267,95.4,25472.65
P0160,400,Fuel,Diesel,gallon,15459,3.55,54891.87
P0160,500,Subcontractor,Concrete Work,job,2,26090.14,52180.27
P0160,501,Subcontractor,Utility Work,job,4,21221.49,84885.97
P0161,100,Labor,General Labor,hour,4066,31.91,129732.22
P0161,101,Labor,Equipment Operators,hour,11137,42.58,474206.81
P0161,102,Labor,Supervisors,hour,10080,52.27,526909.34
P0161,103,Labor,Skilled Labor,hour,14538,45.04,654805.92
P0161,200,Materials,Gravel,ton,8278,35.53,294143.92
P0161,201,Materials,Concrete,cubic_yard,12661,149.03,1886900.33
P0161,202,Materials,Asphalt,ton,6443,93.06,599569.31
P0161,203,Materials,Topsoil,cubic_yard,6462,38.22,246955.06
P0161,300,Equipment,Excavator,hour,11338,138.28,1567843.74
P0161,301,Equipment,Bulldozer,hour,4658,148.58,692083.49
P0161,302,Equipment,Loader,hour,11250,120.22,1352496.14
P0161,303,Equipment,Compactor,hour,938,93.99,88166.45
P0161,400,Fuel,Diesel,gallon,35710,3.62,129403.47
P0161,500,Subcontractor,Concrete Work,job,8,27560.3,220482.39
P0161,501,Subcontractor,Utility Work,job,7,23276.2,162933.4
P0162,100,Labor,General Labor,hour,24011,33.31,799775.92
P0162,101,Labor,Equipment Operators,hour,17996,44.36,798381.05
P0162,102,Labor,Supervisors,hour,13606,55.29,752329.96
P0162,103,Labor,Skilled Labor,hour,6756,46.59,314743.62
P0162,200,Materials,Gravel,ton,13040,34.27,446834.14
P0162,201,Materials,Concrete,cubic_yard,15341,134.43,2062292.73
P0162,202,Materials,Asphalt,ton,23097,87.55,2022238.58
P0162,203,Materials,Topsoil,cubic_yard,14843,36.52,542070.68
P0162,300,Equipment,Excavator,hour,946,139.55,132015.11
P0162,301,Equipment,Bulldozer,hour,9477,151.8,1438605.52
P0162,302,Equipment,Loader,hour,4011,122.8,492550.92
P0162,303,Equipment,Compactor,hour,9213,98.46,907129.36
P0162,400,Fuel,Diesel,gallon,14067,3.58,50305.94
P0162,500,Subcontractor,Concrete Work,job,3,27858.93,83576.78
P0162,501,Subcontractor,Utility Work,job,10,22139.31,221393.06
P0163,100,Labor,General Labor,hour,2683,31.75,85185.2
P0163,101,Labor,Equipment Operators,hour,12977,39.94,518262.99
P0163,102,Labor,Supervisors,hour,11237,53.81,604706.9
P0163,103,Labor,Skilled Labor,hour,14894,46.86,697926.55
P0163,200,Materials,Gravel,ton,18846,32.2,606832.98
P0163,201,Materials,Concrete,cubic_yard,10107,154.92,1565787.58
P0163,202,Materials,Asphalt,ton,9559,93.03,889264.04
P0163,203,Materials,Topsoil,cubic_yard,13813,37.93,523922.47
P0163,300,Equipment,Excavator,hour,8993,142.43,1280851.0
P0163,301,Equipment,Bulldozer,hour,2050,162.74,333617.25
P0163,302,Equipment,Loader,hour,5169,121.12,626050.24
P0163,303,Equipment,Compactor,hour,5112,91.38,467117.32
P0163,400,Fuel,Diesel,gallon,12864,3.74,48091.14
P0163,500,Subcontractor,Concrete Work,job,6,27345.34,164072.05
P0163,501,Subcontractor,Utility Work,job,3,22745.5,68236.51
P0164,100,Labor,General Labor,hour,7505,31.29,234866.74
P0164,101,Labor,Equipment Operators,hour,2981,44.91,133890.9
P0164,102,Labor,Supervisors,hour,1019,51.12,52096.18
P0164,103,Labor,Skilled Labor,hour,5282,47.03,248403.16
P0164,200,Materials,Gravel,ton,3242,33.63,109012.96
P0164,201,Materials,Concrete,cubic_yard,5721,141.06,807016.87
P0164,202,Materials,Asphalt,ton,3019,97.43,294153.98
P0164,203,Materials,Topsoil,cubic_yard,6260,40.59,254107.96
P0164,300,Equipment,Excavator,hour,2245,136.29,305965.85
P0164,301,Equipment,Bulldozer,hour,1185,147.82,175160.79
P0164,302,Equipment,Loader,hour,2825,111.28,314366.02
P0164,303,Equipment,Compactor,hour,3213,99.33,319153.19
P0164,400,Fuel,Diesel,gallon,19372,3.6,69679.31
P0164,500,Subcontractor,Concrete Work,job,1,26464.87,26464.87
P0164,501,Subcontractor,Utility Work,job,4,21266.98,85067.91
P0165,100,Labor,General Labor,hour,5835,30.94,180529.54
P0165,101,Labor,Equipment Operators,hour,13658,41.37,564997.47
P0165,102,Labor,Supervisors,hour,5602,58.56,328057.7
P0165,103,Labor,Skilled Labor,hour,11583,48.41,560738.32
P0165,200,Materials,Gravel,ton,15963,36.24,578525.44
P0165,201,Materials,Concrete,cubic_yard,16457,155.5,2559123.32
P0165,202,Materials,Asphalt,ton,11955,89.31,1067643.61
P0165,203,Materials,Topsoil,cubic_yard,7594,40.65,308691.38
P0165,300,Equipment,Excavator,hour,6752,142.31,960852.1
P0165,301,Equipment,Bulldozer,hour,1121,160.91,180381.45
P0165,302,Equipment,Loader,hour,9670,128.0,1237762.72
P0165,303,Equipment,Compactor,hour,1902,92.82,176549.19
P0165,400,Fuel,Diesel,gallon,32894,3.78,124495.26
P0165,500,Subcontractor,Concrete Work,job,5,27912.18,139560.89
P0165,501,Subcontractor,Utility Work,job,5,23387.88,116939.38
P0166,100,Labor,General Labor,hour,704,34.37,24197.54
P0166,101,Labor,Equipment Operators,hour,2969,45.25,134346.45
P0166,102,Labor,Supervisors,hour,1834,54.42,99810.28
P0166,103,Labor,Skilled Labor,hour,1210,48.29,58427.51
P0166,200,Materials,Gravel,ton,217,33.35,7237.46
P0166,201,Materials,Concrete,cubic_yard,1695,138.34,234494.4
P0166,202,Materials,Asphalt,ton,1292,89.58,115739.42
P0166,203,Materials,Topsoil,cubic_yard,3415,35.06,119727.81
P0166,300,Equipment,Excavator,hour,806,124.88,100649.62
P0166,301,Equipment,Bulldozer,hour,136,146.74,19957.11
P0166,302,Equipment,Loader,hour,256,123.26,31553.92
P0166,303,Equipment,Compactor,hour,1221,90.65,110688.64
P0166,400,Fuel,Diesel,gallon,8943,3.96,35387.67
P0166,500,Subcontractor,Concrete Work,job,1,29264.91,29264.91
P0166,501,Subcontractor,Utility Work,job,1,23186.66,23186.66
P0167,100,Labor,General Labor,hour,3858,30.56,117881.54
P0167,101,Labor,Equipment Operators,hour,3066,42.57,130512.33
P0167,102,Labor,Supervisors,hour,534,53.89,28775.65
P0167,103,Labor,Skilled Labor,hour,951,48.41,46035.07
P0167,200,Materials,Gravel,ton,3264,33.93,110760.32
P0167,201,Materials,Concrete,cubic_yard,3300,148.55,490199.75
P0167,202,Materials,Asphalt,ton,802,92.47,74162.73
P0167,203,Materials,Topsoil,cubic_yard,502,37.07,18610.74
P0167,300,Equipment,Excavator,hour,777,141.29,109781.59
P0167,301,Equipment,Bulldozer,hour,1311,146.66,192271.26
P0167,302,Equipment,Loader,hour,996,111.19,110742.37
P0167,303,Equipment,Compactor,hour,1159,101.95,118157.37
P0167,400,Fuel,Diesel,gallon,9943,3.97,39465.48
P0167,500,Subcontractor,Concrete Work,job,2,30013.03,60026.05
P0167,501,Subcontractor,Utility Work,job,1,22256.49,22256.49
P0168,100,Labor,General Labor,hour,6713,30.61,205471.41
P0168,101,Labor,Equipment Operators,hour,10896,44.75,487592.4
P0168,102,Labor,Supervisors,hour,22790,57.56,1311788.36
P0168,103,Labor,Skilled Labor,hour,14233,45.57,648661.94
P0168,200,Materials,Gravel,ton,16838,33.94,571465.98
P0168,201,Materials,Concrete,cubic_yard,5132,133.57,685463.01
P0168,202,Materials,Asphalt,ton,22838,92.59,2114652.9
P0168,203,Materials,Topsoil,cubic_yard,15576,37.76,588080.41
P0168,300,Equipment,Excavator,hour,5568,143.41,798511.05
P0168,301,Equipment,Bulldozer,hour,11044,151.65,1674773.21
P0168,302,Equipment,Loader,hour,9862,127.05,1252937.58
P0168,303,Equipment,Compactor,hour,909,97.9,88988.69
P0168,400,Fuel,Diesel,gallon,32295,4.15,134111.82
P0168,500,Subcontractor,Concrete Work,job,12,29299.45,351593.37
P0168,501,Subcontractor,Utility Work,job,13,23246.77,302208.03
P0169,100,Labor,General Labor,hour,4632,30.51,141300.88
P0169,101,Labor,Equipment Operators,hour,16138,40.57,654729.22
P0169,102,Labor,Supervisors,hour,11367,53.87,612317.49
P0169,103,Labor,Skilled Labor,hour,5173,45.45,235137.21
P0169,200,Materials,Gravel,ton,7820,32.89,257168.85
P0169,201,Materials,Concrete,cubic_yard,5187,144.88,751486.45
P0169,202,Materials,Asphalt,ton,2256,87.35,197059.16
P0169,203,Materials,Topsoil,cubic_yard,1480,40.4,59797.06
P0169,300,Equipment,Excavator,hour,1106,134.62,148886.59
P0169,301,Equipment,Bulldozer,hour,7435,152.48,1133708.23
P0169,302,Equipment,Loader,hour,916,110.64,101350.44
P0169,303,Equipment,Compactor,hour,353,96.75,34153.26
P0169,400,Fuel,Diesel,gallon,38444,3.95,151720.61
P0169,500,Subcontractor,Concrete Work,job,2,25958.21,51916.43
P0169,501,Subcontractor,Utility Work,job,6,21918.86,131513.14
P0170,100,Labor,General Labor,hour,11724,34.55,405023.34
P0170,101,Labor,Equipment Operators,hour,9860,41.52,409372.02
P0170,102,Labor,Supervisors,hour,10344,58.01,600052.01
P0170,103,Labor,Skilled Labor,hour,12659,47.99,607473.67
P0170,200,Materials,Gravel,ton,16510,32.66,539198.0
P0170,201,Materials,Concrete,cubic_yard,17228,137.25,2364589.43
P0170,202,Materials,Asphalt,ton,10508,93.14,978693.58
P0170,203,Materials,Topsoil,cubic_yard,7900,35.19,277976.49
P0170,300,Equipment,Excavator,hour,2230,125.11,278990.81
P0170,301,Equipment,Bulldozer,hour,4803,149.84,719685.27
P0170,302,Equipment,Loader,hour,8397,120.33,1010384.95
P0170,303,Equipment,Compactor,hour,8966,93.36,837036.96
P0170,400,Fuel,Diesel,gallon,31018,4.15,128777.46
P0170,500,Subcontractor,Concrete Work,job,1,26661.61,26661.61
P0170,501,Subcontractor,Utility Work,job,3,21258.61,63775.83
P0171,100,Labor,General Labor,hour,4099,32.79,134390.37
P0171,101,Labor,Equipment Operators,hour,2511,42.33,106282.63
P0171,102,Labor,Supervisors,hour,1982,58.86,116661.82
P0171,103,Labor,Skilled Labor,hour,3706,44.43,164647.01
P0171,200,Materials,Gravel,ton,643,34.83,22397.99
P0171,201,Materials,Concrete,cubic_yard,8537,138.8,1184900.28
P0171,202,Materials,Asphalt,ton,3419,95.76,327404.8
P0171,203,Materials,Topsoil,cubic_yard,2398,37.14,89070.77
P0171,300,Equipment,Excavator,hour,3521,125.04,440273.64
P0171,301,Equipment,Bulldozer,hour,1273,155.99,198577.87
P0171,302,Equipment,Loader,hour,1080,126.47,136584.4
P0171,303,Equipment,Compactor,hour,2635,96.79,255050.06
P0171,400,Fuel,Diesel,gallon,33997,3.76,127720.26
P0171,500,Subcontractor,Concrete Work,job,6,27768.9,166613.43
P0171,501,Subcontractor,Utility Work,job,1,22955.47,22955.47
P0172,100,Labor,General Labor,hour,4151,29.96,124374.57
P0172,101,Labor,Equipment Operators,hour,5649,39.4,222557.01
P0172,102,Labor,Supervisors,hour,7545,53.46,403343.94
P0172,103,Labor,Skilled Labor,hour,8974,48.37,434092.8
P0172,200,Materials,Gravel,ton,2379,34.62,82369.67
P0172,201,Materials,Concrete,cubic_yard,6604,147.76,975836.74
P0172,202,Materials,Asphalt,ton,471,94.89,44692.11
P0172,203,Materials,Topsoil,cubic_yard,5953,39.41,234625.36
P0172,300,Equipment,Excavator,hour,3713,139.56,518179.19
P0172,301,Equipment,Bulldozer,hour,1194,151.63,181049.51
P0172,302,Equipment,Loader,hour,3038,125.0,379763.49
P0172,303,Equipment,Compactor,hour,2609,91.14,237779.68
P0172,400,Fuel,Diesel,gallon,15304,3.84,58762.38
P0172,500,Subcontractor,Concrete Work,job,2,27096.79,54193.58
P0172,501,Subcontractor,Utility Work,job,3,22198.43,66595.28
P0173,100,Labor,General Labor,hour,6309,30.15,190219.2
P0173,101,Labor,Equipment Operators,hour,5394,44.93,242368.53
P0173,102,Labor,Supervisors,hour,2524,52.2,131763.8
P0173,103,Labor,Skilled Labor,hour,1954,51.13,99903.35
P0173,200,Materials,Gravel,ton,11418,33.05,377317.23
P0173,201,Materials,Concrete,cubic_yard,8712,153.94,1341112.72
P0173,202,Materials,Asphalt,ton,4106,89.77,368600.8
P0173,203,Materials,Topsoil,cubic_yard,2468,37.05,91427.09
P0173,300,Equipment,Excavator,hour,5131,140.12,718979.19
P0173,301,Equipment,Bulldozer,hour,2782,146.02,406229.0
P0173,302,Equipment,Loader,hour,3496,113.14,395545.49
P0173,303,Equipment,Compactor,hour,1876,101.95,191250.77
P0173,400,Fuel,Diesel,gallon,33160,3.74,124164.22
P0173,500,Subcontractor,Concrete Work,job,5,28535.75,142678.75
P0173,501,Subcontractor,Utility Work,job,4,21282.14,85128.57
P0174,100,Labor,General Labor,hour,6638,30.13,200005.68
P0174,101,Labor,Equipment Operators,hour,17668,43.37,766311.31
P0174,102,Labor,Supervisors,hour,5815,53.08,308655.0
P0174,103,Labor,Skilled Labor,hour,8224,51.42,422912.25
P0174,200,Materials,Gravel,ton,28435,36.28,1031512.88
P0174,201,Materials,Concrete,cubic_yard,6873,143.68,987502.52
P0174,202,Materials,Asphalt,ton,17626,88.14,1553544.65
P0174,203,Materials,Topsoil,cubic_yard,12022,40.55,487500.68
P0174,300,Equipment,Excavator,hour,9139,142.54,1302706.28
P0174,301,Equipment,Bulldozer,hour,4832,148.08,715502.22
P0174,302,Equipment,Loader,hour,1606,120.23,193096.02
P0174,303,Equipment,Compactor,hour,12970,98.82,1281681.25
P0174,400,Fuel,Diesel,gallon,29441,3.66,107814.1
P0174,500,Subcontractor,Concrete Work,job,14,28485.25,398793.54
P0174,501,Subcontractor,Utility Work,job,8,21069.62,168556.99
P0175,100,Labor,General Labor,hour,24213,29.98,725976.28
P0175,101,Labor,Equipment Operators,hour,19870,43.07,855864.56
P0175,102,Labor,Supervisors,hour,9323,59.05,550510.0
P0175,103,Labor,Skilled Labor,hour,22901,50.48,1155959.02
P0175,200,Materials,Gravel,ton,1446,32.1,46410.97
P0175,201,Materials,Concrete,cubic_yard,1632,139.42,227533.64
P0175,202,Materials,Asphalt,ton,28779,96.37,2773520.75
P0175,203,Materials,Topsoil,cubic_yard,11228,40.07,449876.46
P0175,300,Equipment,Excavator,hour,9297,144.39,1342416.44
P0175,301,Equipment,Bulldozer,hour,3587,144.71,519060.51
P0175,302,Equipment,Loader,hour,8244,122.73,1011777.62
P0175,303,Equipment,Compactor,hour,2312,89.59,207130.02
P0175,400,Fuel,Diesel,gallon,83690,3.92,328001.21
P0175,500,Subcontractor,Concrete Work,job,9,27226.19,245035.74
P0175,501,Subcontractor,Utility Work,job,4,22098.12,88392.47
P0176,100,Labor,General Labor,hour,4077,30.3,123542.4
P0176,101,Labor,Equipment Operators,hour,5324,43.51,231635.78
P0176,102,Labor,Supervisors,hour,4589,54.71,251059.21
P0176,103,Labor,Skilled Labor,hour,2159,46.59,100590.93
P0176,200,Materials,Gravel,ton,4735,34.29,162357.08
P0176,201,Materials,Concrete,cubic_yard,1170,148.52,173773.52
P0176,202,Materials,Asphalt,ton,860,94.74,81472.27
P0176,203,Materials,Topsoil,cubic_yard,6418,37.46,240427.89
P0176,300,Equipment,Excavator,hour,558,142.55,79544.56
P0176,301,Equipment,Bulldozer,hour,3218,146.48,471383.0
P0176,302,Equipment,Loader,hour,618,117.96,72896.23
P0176,303,Equipment,Compactor,hour,1902,97.24,184952.61
P0176,400,Fuel,Diesel,gallon,7127,3.8,27080.86
P0176,500,Subcontractor,Concrete Work,job,1,26734.91,26734.91
P0176,501,Subcontractor,Utility Work,job,3,23713.75,71141.26
P0177,100,Labor,General Labor,hour,1017,33.49,34062.99
P0177,101,Labor,Equipment Operators,hour,1630,41.21,67169.05
P0177,102,Labor,Supervisors,hour,2682,59.31,159073.5
P0177,103,Labor,Skilled Labor,hour,4529,45.3,205172.44
P0177,200,Materials,Gravel,ton,2190,31.94,69947.45
P0177,201,Materials,Concrete,cubic_yard,2151,138.76,298469.19
P0177,202,Materials,Asphalt,ton,2009,97.76,196394.29
P0177,203,Materials,Topsoil,cubic_yard,1090,38.03,41452.41
P0177,300,Equipment,Excavator,hour,2288,128.08,293042.57
P0177,301,Equipment,Bulldozer,hour,1054,154.29,162625.46
P0177,302,Equipment,Loader,hour,3223,116.0,373854.98
P0177,303,Equipment,Compactor,hour,3417,102.02,348606.63
P0177,400,Fuel,Diesel,gallon,24603,4.15,102025.4
P0177,500,Subcontractor,Concrete Work,job,2,28439.94,56879.89
P0177,501,Subcontractor,Utility Work,job,2,22679.62,45359.25
P0178,100,Labor,General Labor,hour,19261,31.05,598064.31
P0178,101,Labor,Equipment Operators,hour,16001,41.42,662753.5
P0178,102,Labor,Supervisors,hour,22105,57.86,1279056.6
P0178,103,Labor,Skilled Labor,hour,8573,49.86,427467.41
P0178,200,Materials,Gravel,ton,13953,34.63,483226.09
P0178,201,Materials,Concrete,cubic_yard,14799,148.09,2191514.89
P0178,202,Materials,Asphalt,ton,20425,95.47,1950053.12
P0178,203,Materials,Topsoil,cubic_yard,2870,36.5,104760.63
P0178,300,Equipment,Excavator,hour,8878,132.58,1177039.02
P0178,301,Equipment,Bulldozer,hour,3158,145.4,459173.76
P0178,302,Equipment,Loader,hour,10788,126.64,1366224.54
P0178,303,Equipment,Compactor,hour,4344,88.02,382379.34
P0178,400,Fuel,Diesel,gallon,32172,4.15,133431.07
P0178,500,Subcontractor,Concrete Work,job,12,28912.82,346953.79
P0178,501,Subcontractor,Utility Work,job,12,20599.15,247189.74
P0179,100,Labor,General Labor,hour,17616,31.33,551959.98
P0179,101,Labor,Equipment Operators,hour,10398,40.76,423772.19
P0179,102,Labor,Supervisors,hour,5800,50.72,294166.76
P0179,103,Labor,Skilled Labor,hour,20135,47.49,956270.78
P0179,200,Materials,Gravel,ton,6349,31.81,201969.79
P0179,201,Materials,Concrete,cubic_yard,21163,142.17,3008646.03
P0179,202,Materials,Asphalt,ton,522,89.5,46719.14
P0179,203,Materials,Topsoil,cubic_yard,17161,40.52,695433.37
P0179,300,Equipment,Excavator,hour,5345,127.08,679243.65
P0179,301,Equipment,Bulldozer,hour,3076,151.37,465626.86
P0179,302,Equipment,Loader,hour,9506,119.52,1136191.6
P0179,303,Equipment,Compactor,hour,3465,101.21,350694.81
P0179,400,Fuel,Diesel,gallon,5306,3.75,19898.9
P0179,500,Subcontractor,Concrete Work,job,5,26952.04,134760.18
P0179,501,Subcontractor,Utility Work,job,5,22379.84,111899.2
P0180,100,Labor,General Labor,hour,18647,33.36,621988.73
P0180,101,Labor,Equipment Operators,hour,3304,44.64,147479.75
P0180,102,Labor,Supervisors,hour,16719,54.18,905808.48
P0180,103,Labor,Skilled Labor,hour,12265,48.26,591914.38
P0180,200,Materials,Gravel,ton,4573,32.97,150761.24
P0180,201,Materials,Concrete,cubic_yard,6606,136.38,900900.81
P0180,202,Materials,Asphalt,ton,6972,96.71,674262.84
P0180,203,Materials,Topsoil,cubic_yard,14057,35.91,504779.6
P0180,300,Equipment,Excavator,hour,1537,127.43,195866.17
P0180,301,Equipment,Bulldozer,hour,3490,163.82,571741.57
P0180,302,Equipment,Loader,hour,7995,124.79,997673.95
P0180,303,Equipment,Compactor,hour,1960,87.65,171791.9
P0180,400,Fuel,Diesel,gallon,39626,4.11,162970.34
P0180,500,Subcontractor,Concrete Work,job,1,27461.26,27461.26
P0180,501,Subcontractor,Utility Work,job,3,20502.68,61508.03
P0181,100,Labor,General Labor,hour,6268,34.32,215133.11
P0181,101,Labor,Equipment Operators,hour,5471,41.11,224895.28
P0181,102,Labor,Supervisors,hour,1576,58.57,92304.38
P0181,103,Labor,Skilled Labor,hour,1638,48.41,79289.09
P0181,200,Materials,Gravel,ton,4735,34.67,164155.09
P0181,201,Materials,Concrete,cubic_yard,4606,136.25,627552.63
P0181,202,Materials,Asphalt,ton,4217,98.8,416641.22
P0181,203,Materials,Topsoil,cubic_yard,9290,40.34,374715.87
P0181,300,Equipment,Excavator,hour,4239,136.68,579398.36
P0181,301,Equipment,Bulldozer,hour,2103,152.39,320486.11
P0181,302,Equipment,Loader,hour,4963,117.47,582997.78
P0181,303,Equipment,Compactor,hour,1769,95.36,168693.64
P0181,400,Fuel,Diesel,gallon,37115,3.99,148052.39
P0181,500,Subcontractor,Concrete Work,job,3,26625.56,79876.67
P0181,501,Subcontractor,Utility Work,job,4,23478.17,93912.68
P0182,100,Labor,General Labor,hour,1614,34.32,55393.0
P0182,101,Labor,Equipment Operators,hour,791,43.51,34414.72
P0182,102,Labor,Supervisors,hour,1798,50.66,91083.11
P0182,103,Labor,Skilled Labor,hour,1104,47.51,52451.12
P0182,200,Materials,Gravel,ton,2025,36.62,74163.68
P0182,201,Materials,Concrete,cubic_yard,839,156.31,131143.25
P0182,202,Materials,Asphalt,ton,136,87.66,11921.26
P0182,203,Materials,Topsoil,cubic_yard,1356,36.24,49147.45
P0182,300,Equipment,Excavator,hour,520,133.14,69232.35
P0182,301,Equipment,Bulldozer,hour,261,156.78,40919.81
P0182,302,Equipment,Loader,hour,838,115.31,96633.39
P0182,303,Equipment,Compactor,hour,187,97.25,18185.92
P0182,400,Fuel,Diesel,gallon,2269,3.76,8541.73
P0182,500,Subcontractor,Concrete Work,job,1,26399.04,26399.04
P0182,501,Subcontractor,Utility Work,job,1,20828.53,20828.53
P0183,100,Labor,General Labor,hour,14367,30.54,438830.53
P0183,101,Labor,Equipment Operators,hour,15549,42.47,660333.6
P0183,102,Labor,Supervisors,hour,4159,56.64,235567.49
P0183,103,Labor,Skilled Labor,hour,12941,50.58,654505.14
P0183,200,Materials,Gravel,ton,10279,33.43,343590.69
P0183,201,Materials,Concrete,cubic_yard,10329,149.69,1546186.19
P0183,202,Materials,Asphalt,ton,8331,98.72,822450.13
P0183,203,Materials,Topsoil,cubic_yard,9205,40.95,376903.54
P0183,300,Equipment,Excavator,hour,4406,142.32,627073.79
P0183,301,Equipment,Bulldozer,hour,4876,145.73,710560.49
P0183,302,Equipment,Loader,hour,1512,111.52,168614.3
P0183,303,Equipment,Compactor,hour,1954,94.63,184899.28
P0183,400,Fuel,Diesel,gallon,48399,3.77,182574.85
P0183,500,Subcontractor,Concrete Work,job,7,29350.51,205453.57
P0183,501,Subcontractor,Utility Work,job,5,21175.89,105879.46
P0184,100,Labor,General Labor,hour,15514,30.63,475209.91
P0184,101,Labor,Equipment Operators,hour,30208,42.04,1269860.84
P0184,102,Labor,Supervisors,hour,14309,54.65,782052.44
P0184,103,Labor,Skilled Labor,hour,10342,50.25,519713.25
P0184,200,Materials,Gravel,ton,850,36.04,30632.94
P0184,201,Materials,Concrete,cubic_yard,14201,150.68,2139839.18
P0184,202,Materials,Asphalt,ton,35868,86.86,3115598.97
P0184,203,Materials,Topsoil,cubic_yard,24617,37.63,926341.07
P0184,300,Equipment,Excavator,hour,14674,138.88,2037992.77
P0184,301,Equipment,Bulldozer,hour,13306,144.87,1927579.82
P0184,302,Equipment,Loader,hour,17787,118.09,2100395.14
P0184,303,Equipment,Compactor,hour,7165,91.83,657946.71
P0184,400,Fuel,Diesel,gallon,127482,3.86,491918.5
P0184,500,Subcontractor,Concrete Work,job,4,28445.59,113782.35
P0184,501,Subcontractor,Utility Work,job,8,22023.5,176188.03
P0185,100,Labor,General Labor,hour,2982,32.19,95987.51
P0185,101,Labor,Equipment Operators,hour,3295,44.99,148243.85
P0185,102,Labor,Supervisors,hour,3129,56.3,176157.95
P0185,103,Labor,Skilled Labor,hour,4077,47.31,192877.39
P0185,200,Materials,Gravel,ton,5253,33.61,176564.97
P0185,201,Materials,Concrete,cubic_yard,477,154.46,73678.17
P0185,202,Materials,Asphalt,ton,4826,87.79,423677.75
P0185,203,Materials,Topsoil,cubic_yard,244,40.45,9870.03
P0185,300,Equipment,Excavator,hour,2149,127.25,273465.41
P0185,301,Equipment,Bulldozer,hour,880,153.87,135403.0
P0185,302,Equipment,Loader,hour,2476,112.67,278959.42
P0185,303,Equipment,Compactor,hour,1136,100.78,114485.26
P0185,400,Fuel,Diesel,gallon,11801,3.98,47011.42
P0185,500,Subcontractor,Concrete Work,job,1,28299.33,28299.33
P0185,501,Subcontractor,Utility Work,job,2,20789.97,41579.93
P0186,100,Labor,General Labor,hour,17419,33.35,580880.36
P0186,101,Labor,Equipment Operators,hour,6257,43.04,269283.93
P0186,102,Labor,Supervisors,hour,14389,58.09,835906.96
P0186,103,Labor,Skilled Labor,hour,11026,48.82,538268.55
P0186,200,Materials,Gravel,ton,6692,34.47,230658.85
P0186,201,Materials,Concrete,cubic_yard,1734,152.44,264330.89
P0186,202,Materials,Asphalt,ton,1199,85.69,102739.99
P0186,203,Materials,Topsoil,cubic_yard,11063,39.79,440215.04
P0186,300,Equipment,Excavator,hour,4646,139.07,646099.36
P0186,301,Equipment,Bulldozer,hour,3244,146.68,475820.5
P0186,302,Equipment,Loader,hour,3523,117.48,413880.28
P0186,303,Equipment,Compactor,hour,1529,102.19,156243.55
P0186,400,Fuel,Diesel,gallon,58412,3.91,228508.77
P0186,500,Subcontractor,Concrete Work,job,8,28961.33,231690.67
